"","observation_path","chamber_path","committee_path","observation_number","chamber_number","committee_number","committee_name","parent_name","past_names","type","committee_id"
"115","/chamber-1/committee-115","/chamber-1","/chamber-1/committee-115",115,1,115,"Government Efficiency, Financial Management and Intergovernmental Relations","House Committee on Government Operations","{'Government Efficiency, Financial Management and Intergovernmental Relations': [107]}","housesub",""
"116","/chamber-1/committee-116","/chamber-1","/chamber-1/committee-116",116,1,116,"Government Information and Individual Rights","House Committee on Government Operations","{'Government Information and Individual Rights': [97], 'Government Information, Justice, and Agriculture': [98, 99, 100, 101, 102], 'Information, Justice, Transportation, and Agriculture': [103]}","housesub",""
"117","/chamber-1/committee-117","/chamber-1","/chamber-1/committee-117",117,1,117,"Government Management, Finance, and Accountability","House Committee on Government Operations","{'Government Management, Finance, and Accountability': [109], 'Government Management, Organization, and Procurement': [110, 111], 'Government Organization, Efficiency, and Financial Management': [112]}","housesub",""
"118","/chamber-1/committee-118","/chamber-1","/chamber-1/committee-118",118,1,118,"Government Management, Information and Technology","House Committee on Government Operations","{'Government Management, Information and Technology': [104, 105, 106]}","housesub",""
"119","/chamber-1/committee-119","/chamber-1","/chamber-1/committee-119",119,1,119,"Government Operations and Metropolitan Affairs","House Committee on District of Columbia","{'Government Operations and Metropolitan Affairs': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"120","/chamber-1/committee-120","/chamber-1","/chamber-1/committee-120",120,1,120,"Government Programs","House Committee on Small Business","{'Government Programs': [104]}","housesub",""
"121","/chamber-1/committee-121","/chamber-1","/chamber-1/committee-121",121,1,121,"Ground Transportation","House Committee on Public Works","{'Ground Transportation': [106]}","housesub",""
"122","/chamber-1/committee-122","/chamber-1","/chamber-1/committee-122",122,1,122,"Health","House Committee on Interstate and Foreign Commerce","{'Health': [107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"123","/chamber-1/committee-123","/chamber-1","/chamber-1/committee-123",123,1,123,"Health","House Committee on Ways and Means","{'Health': [97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"124","/chamber-1/committee-124","/chamber-1","/chamber-1/committee-124",124,1,124,"Health and Environment","House Committee on Interstate and Foreign Commerce","{'Health and Environment': [97, 98, 99, 100, 101, 102, 103, 104, 105, 106]}","housesub",""
"125","/chamber-1/committee-125","/chamber-1","/chamber-1/committee-125",125,1,125,"Health and Safety","House Committee on Education and Labor","{'Health and Safety': [97, 98, 99, 100, 101, 102]}","housesub",""
"126","/chamber-1/committee-126","/chamber-1","/chamber-1/committee-126",126,1,126,"Health Care, District of Columbia, Census and the National Archives","House Committee on Government Operations","{'Health Care, District of Columbia, Census and the National Archives': [112]}","housesub",""
"127","/chamber-1/committee-127","/chamber-1","/chamber-1/committee-127",127,1,127,"Highways and Transit","House Committee on Public Works","{'Highways and Transit': [107, 110, 111, 112, 113, 114], 'Highways, Transit and Pipelines': [108, 109]}","housesub",""
"128","/chamber-1/committee-128","/chamber-1","/chamber-1/committee-128",128,1,128,"Hospitals and Health Care","House Committee on Veterans' Affairs","{'Hospitals and Health Care': [97, 98, 99, 100, 101, 102, 103, 104], 'Health': [105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"129","/chamber-1/committee-129","/chamber-1","/chamber-1/committee-129",129,1,129,"House Committee on Committees (Select)","","{'Committees (Select)': [93, 96]}","house","CQ"
"130","/chamber-1/committee-130","/chamber-1","/chamber-1/committee-130",130,1,130,"House Committee on District of Columbia","","{'District of Columbia': [93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103]}","house","DT"
"131","/chamber-1/committee-131","/chamber-1","/chamber-1/committee-131",131,1,131,"House Committee on Energy (Ad Hoc)","","{'Energy (Ad Hoc)': [95]}","house","AH"
"132","/chamber-1/committee-132","/chamber-1","/chamber-1/committee-132",132,1,132,"House Committee on Internal Security","","{'Internal Security': [93]}","house","UA"
"133","/chamber-1/committee-133","/chamber-1","/chamber-1/committee-133",133,1,133,"House Committee on Joint Atomic Energy","","{'Joint Atomic Energy': [93, 94]}","house","AT"
"134","/chamber-1/committee-134","/chamber-1","/chamber-1/committee-134",134,1,134,"House Committee on Merchant Marine and Fisheries","","{'Merchant Marine and Fisheries': [93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103]}","house","MM"
"135","/chamber-1/committee-135","/chamber-1","/chamber-1/committee-135",135,1,135,"House Committee on Outer Continental Shelf (Select)","","{'Outer Continental Shelf (Select)': [94, 95]}","house","OC"
"136","/chamber-1/committee-136","/chamber-1","/chamber-1/committee-136",136,1,136,"House Committee on Post Office and Civil Service","","{'Post Office and Civil Service': [93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103]}","house","PO"
"137","/chamber-1/committee-137","/chamber-1","/chamber-1/committee-137",137,1,137,"House Committee on Standards of Official Conduct","","{'Standards of Official Conduct': [93, 94, 95, 96, 98, 100, 101, 102, 103, 104, 105, 107, 108, 109, 110, 111], 'Ethics': [112, 113, 114]}","house","SO"
"138","/chamber-1/committee-138","/chamber-1","/chamber-1/committee-138",138,1,138,"House Select Committee on Energy Independence and Global Warming","","{'House Select Committee on Energy Independence and Global Warming': [110, 111]}","house","GW"
"139","/chamber-1/committee-139","/chamber-1","/chamber-1/committee-139",139,1,139,"Housing and Community Development","House Committee on Banking and Currency","{'Housing and Community Development': [97, 98, 99, 100, 101, 102, 103], 'Housing and Community Opportunity': [104, 105, 106, 107, 108, 109, 110, 111], 'Insurance, Housing and Community Opportunity': [112], 'Housing and Insurance': [113, 114]}","housesub",""
"140","/chamber-1/committee-140","/chamber-1","/chamber-1/committee-140",140,1,140,"Housing and Memorial Affairs","House Committee on Veterans' Affairs","{'Housing and Memorial Affairs': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"141","/chamber-1/committee-141","/chamber-1","/chamber-1/committee-141",141,1,141,"HUD-Independent Agencies","House Committee on Appropriations","{'HUD-Independent Agencies': [97, 98, 99, 100], 'VA, HUD, and Independent Agencies': [102, 103, 104, 105]}","housesub",""
"142","/chamber-1/committee-142","/chamber-1","/chamber-1/committee-142",142,1,142,"Human Resources","House Committee on Post Office and Civil Service","{'Human Resources': [97, 98, 99, 100, 101, 102]}","housesub",""
"143","/chamber-1/committee-143","/chamber-1","/chamber-1/committee-143",143,1,143,"Human Resources","House Committee on Education and Labor","{'Human Resources': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"144","/chamber-1/committee-144","/chamber-1","/chamber-1/committee-144",144,1,144,"Human Rights and International Organizations","House Committee on Foreign Affairs","{'Human Rights and International Organizations': [97, 98, 99, 100, 101, 102]}","housesub",""
"145","/chamber-1/committee-145","/chamber-1","/chamber-1/committee-145",145,1,145,"Immigration, Refugees, and International Law","House Committee on Judiciary","{'Immigration, Refugees, and International Law': [97, 98, 99, 100, 101], 'International Law, Immigration, and Refugees': [102, 103], 'Immigration and Claims': [104, 105, 106, 107], 'Immigration, Border Security, and Claims': [108, 109], 'Immigration, Citizenship, Refugees, Border Security, and International Law': [110, 111], 'Immigration Policy and Enforcement': [112], 'Immigration and Border Security': [113, 114]}","housesub",""
"146","/chamber-1/committee-146","/chamber-1","/chamber-1/committee-146",146,1,146,"Indian and Alaska Native Affairs","House Committee on Interior and Insular Affairs","{'Indian and Alaska Native Affairs': [112, 113], 'Indian, Insular and Alaska Native Affairs': [114]}","housesub",""
"147","/chamber-1/committee-147","/chamber-1","/chamber-1/committee-147",147,1,147,"Infrastructure and Border Security","House Committee on Homeland Security (Select)","{'Infrastructure and Border Security': [108]}","housesub",""
"148","/chamber-1/committee-148","/chamber-1","/chamber-1/committee-148",148,1,148,"Insular Affairs","House Committee on Interior and Insular Affairs","{'Insular Affairs': [97, 98], 'Insular and International Affairs': [100]}","housesub",""
"149","/chamber-1/committee-149","/chamber-1","/chamber-1/committee-149",149,1,149,"Insular Affairs","House Committee on Interior and Insular Affairs","{'Insular Affairs': [110], 'Insular Affairs, Oceans and Wildlife': [111], 'Fisheries, Wildlife, Oceans, and Insular Affairs': [112, 113]}","housesub",""
"150","/chamber-1/committee-150","/chamber-1","/chamber-1/committee-150",150,1,150,"Insular and International Affairs","House Committee on Interior and Insular Affairs","{'Insular and International Affairs': [101, 102, 103]}","housesub",""
"151","/chamber-1/committee-151","/chamber-1","/chamber-1/committee-151",151,1,151,"Intellectual Property, Competition and the Internet","House Committee on Judiciary","{'Intellectual Property, Competition and the Internet': [112]}","housesub",""
"152","/chamber-1/committee-152","/chamber-1","/chamber-1/committee-152",152,1,152,"Intelligence and Counterterrorism","House Committee on Homeland Security (Select)","{'Intelligence and Counterterrorism': [108], 'Intelligence, Information Sharing, and Terrorism Risk Assessment': [109, 110, 111], 'Counterterrorism and Intelligence': [112, 113, 114]}","housesub",""
"153","/chamber-1/committee-153","/chamber-1","/chamber-1/committee-153",153,1,153,"Inter-American Affairs","House Committee on Foreign Affairs","{'Inter-American Affairs': [97], 'Western Hemisphere Affairs': [98, 99, 100, 101, 102, 103], 'Western Hemisphere': [104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"154","/chamber-1/committee-154","/chamber-1","/chamber-1/committee-154",154,1,154,"Intergovernmental Relations and Human Resources","House Committee on Government Operations","{'Intergovernmental Relations and Human Resources': [97, 98, 99], 'Human Resources and Intergovernmental Relations': [100, 101, 102, 103, 104], 'Human Resources': [105]}","housesub",""
"155","/chamber-1/committee-155","/chamber-1","/chamber-1/committee-155",155,1,155,"Interior","House Committee on Appropriations","{'Interior': [97, 98, 99, 102, 103, 104, 105], 'Interior and Related Agencies': [100]}","housesub",""
"156","/chamber-1/committee-156","/chamber-1","/chamber-1/committee-156",156,1,156,"International Development Institutions and Finance","House Committee on Banking and Currency","{'International Development Institutions and Finance': [97, 98, 99, 100]}","housesub",""
"157","/chamber-1/committee-157","/chamber-1","/chamber-1/committee-157",157,1,157,"International Economic Policy and Trade","House Committee on Foreign Affairs","{'International Economic Policy and Trade': [97, 98, 99, 100, 101, 102, 104, 105, 106], 'Economic Policy, Trade, and Environment': [103]}","housesub",""
"158","/chamber-1/committee-158","/chamber-1","/chamber-1/committee-158",158,1,158,"International Monetary Policy and Trade","House Committee on Banking and Currency","{'International Monetary Policy and Trade': [107]}","housesub",""
"159","/chamber-1/committee-159","/chamber-1","/chamber-1/committee-159",159,1,159,"International Monetary Policy and Trade","House Committee on Banking and Currency","{'International Monetary Policy and Trade': [111, 112], 'Monetary Policy and Trade': [114]}","housesub",""
"160","/chamber-1/committee-160","/chamber-1","/chamber-1/committee-160",160,1,160,"International Operations","House Committee on Foreign Affairs","{'International Operations': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"161","/chamber-1/committee-161","/chamber-1","/chamber-1/committee-161",161,1,161,"International Operations and Human Rights","House Committee on Foreign Affairs","{'International Operations and Human Rights': [104, 105, 106, 107]}","housesub",""
"162","/chamber-1/committee-162","/chamber-1","/chamber-1/committee-162",162,1,162,"International Organizations, Human Rights, and Oversight","House Committee on Foreign Affairs","{'International Organizations, Human Rights, and Oversight': [110]}","housesub",""
"163","/chamber-1/committee-163","/chamber-1","/chamber-1/committee-163",163,1,163,"International Scientific Cooperation","House Committee on Science and Astronautics","{'International Scientific Cooperation': [101]}","housesub",""
"164","/chamber-1/committee-164","/chamber-1","/chamber-1/committee-164",164,1,164,"International Security and Scientific Affairs","House Committee on Foreign Affairs","{'International Security and Scientific Affairs': [97, 98], 'Arms Control, International Security and Science': [99, 100, 101, 102]}","housesub",""
"165","/chamber-1/committee-165","/chamber-1","/chamber-1/committee-165",165,1,165,"International Security, International Organizations, and Human Rights","House Committee on Foreign Affairs","{'International Security, International Organizations, and Human Rights': [103]}","housesub",""
"166","/chamber-1/committee-166","/chamber-1","/chamber-1/committee-166",166,1,166,"International Terrorism and Nonproliferation","House Committee on Foreign Affairs","{'International Terrorism and Nonproliferation': [109], 'Terrorism, Nonproliferation, and Trade': [110, 112, 113, 114]}","housesub",""
"167","/chamber-1/committee-167","/chamber-1","/chamber-1/committee-167",167,1,167,"International Terrorism, Nonproliferation and Human Rights","House Committee on Foreign Affairs","{'International Terrorism, Nonproliferation and Human Rights': [108]}","housesub",""
"168","/chamber-1/committee-168","/chamber-1","/chamber-1/committee-168",168,1,168,"International Trade, Investment and Monetary Policy","House Committee on Banking and Currency","{'International Trade, Investment and Monetary Policy': [97, 98], 'International Finance, Trade and Monetary Policy': [99, 100], 'International Development, Finance, Trade and Monetary Policy': [101, 102, 103], 'Domestic and International Monetary Policy': [104, 105, 106]}","housesub",""
"169","/chamber-1/committee-169","/chamber-1","/chamber-1/committee-169",169,1,169,"Investigations","House Committee on Armed Services","{'Investigations': [97, 98, 99, 100, 101, 102], 'Oversight and Investigations': [103]}","housesub",""
"170","/chamber-1/committee-170","/chamber-1","/chamber-1/committee-170",170,1,170,"Investigations and Oversight","House Committee on Public Works","{'Investigations and Oversight': [98]}","housesub",""
"171","/chamber-1/committee-171","/chamber-1","/chamber-1/committee-171",171,1,171,"Investigations and Oversight","House Committee on Science and Astronautics","{'Investigations and Oversight': [110]}","housesub",""
"172","/chamber-1/committee-172","/chamber-1","/chamber-1/committee-172",172,1,172,"Investigations and Oversight","House Committee on Small Business","{'Investigations and Oversight': [111]}","housesub",""
"173","/chamber-1/committee-173","/chamber-1","/chamber-1/committee-173",173,1,173,"Judiciary and Education","House Committee on District of Columbia","{'Judiciary and Education': [98, 99, 100, 101, 102, 103]}","housesub",""
"174","/chamber-1/committee-174","/chamber-1","/chamber-1/committee-174",174,1,174,"Labor-Health and Human Services","House Committee on Appropriations","{'Labor-Health and Human Services': [97], 'Labor-Health and Human Services-Education': [98, 99], 'Labor, Health and Human Services, Education, and Related Agencies': [100], 'Labor, Health and Human Services, and Education': [102, 103, 104, 105]}","housesub",""
"175","/chamber-1/committee-175","/chamber-1","/chamber-1/committee-175",175,1,175,"Labor-Management Relations","House Committee on Education and Labor","{'Labor-Management Relations': [97, 98, 99, 100, 101, 102, 103], 'Employer-Employee Relations': [104, 105, 106, 107, 108, 109], 'Health, Employment, Labor, and Pensions': [110, 111, 112, 113, 114]}","housesub",""
"176","/chamber-1/committee-176","/chamber-1","/chamber-1/committee-176",176,1,176,"Labor Standards","House Committee on Education and Labor","{'Labor Standards': [97, 98, 99, 100, 101, 102]}","housesub",""
"177","/chamber-1/committee-177","/chamber-1","/chamber-1/committee-177",177,1,177,"Labor Standards, Occupational Health and Safety","House Committee on Education and Labor","{'Labor Standards, Occupational Health and Safety': [103], 'Workforce Protections': [104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]}","housesub",""
"178","/chamber-1/committee-178","/chamber-1","/chamber-1/committee-178",178,1,178,"Legislation","House Committee on Intelligence (Permanent Select)","{'Legislation': [97, 98, 100, 103]}","housesub",""
"179","/chamber-1/committee-179","/chamber-1","/chamber-1/committee-179",179,1,179,"Legislation and National Security","House Committee on Government Operations","{'Legislation and National Security': [97, 98, 99, 100, 101, 102, 103], 'National Security, International Affairs and Criminal Justice': [104, 105], 'National Security, Veterans Affairs and International Relations': [107]}","housesub",""
"180","/chamber-1/committee-180","/chamber-1","/chamber-1/committee-180",180,1,180,"Legislative","House Committee on Appropriations","{'Legislative': [97, 98, 99, 100, 102, 103, 104, 105]}","housesub",""
"181","/chamber-1/committee-181","/chamber-1","/chamber-1/committee-181",181,1,181,"Legislative Process","House Committee on Rules","{'Legislative Process': [97, 98, 99, 101, 102, 103, 104], 'Legislative and Budget Process': [105, 108, 112]}","housesub",""
"182","/chamber-1/committee-182","/chamber-1","/chamber-1/committee-182",182,1,182,"Libraries and Memorials","House Committee on House Administration","{'Libraries and Memorials': [100, 101, 102, 103]}","housesub",""
"183","/chamber-1/committee-183","/chamber-1","/chamber-1/committee-183",183,1,183,"Livestock, Dairy and Poultry","House Committee on Agriculture","{'Livestock, Dairy and Poultry': [97, 98, 99, 100, 101, 102, 104, 105], 'Livestock': [103], 'Livestock and Horticulture': [106, 107, 108, 109], 'Horticulture and Organic Agriculture': [110, 111], 'Nutrition and Horticulture': [112], 'Nutrition': [114]}","housesub",""
"184","/chamber-1/committee-184","/chamber-1","/chamber-1/committee-184",184,1,184,"Livestock, Dairy, and Poultry","House Committee on Agriculture","{'Livestock, Dairy, and Poultry': [110, 111, 112], 'Livestock, Rural Development, and Credit': [113], 'Livestock and Foreign Agriculture': [114]}","housesub",""
"185","/chamber-1/committee-185","/chamber-1","/chamber-1/committee-185",185,1,185,"Management, Integration, and Oversight","House Committee on Homeland Security (Select)","{'Management, Integration, and Oversight': [109], 'Management, Investigations, and Oversight': [110, 111], 'Oversight, Investigations, and Management': [112], 'Oversight and Management Efficiency': [113, 114]}","housesub",""
"186","/chamber-1/committee-186","/chamber-1","/chamber-1/committee-186",186,1,186,"Manpower and Housing","House Committee on Government Operations","{'Manpower and Housing': [97]}","housesub",""
"187","/chamber-1/committee-187","/chamber-1","/chamber-1/committee-187",187,1,187,"Merchant Marine","House Committee on Merchant Marine and Fisheries","{'Merchant Marine': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"188","/chamber-1/committee-188","/chamber-1","/chamber-1/committee-188",188,1,188,"Middle East and South Asia","House Committee on Foreign Affairs","{'Middle East and South Asia': [107, 110, 112], 'Middle East and Central Asia': [108, 109], 'Middle East and North Africa': [113, 114]}","housesub",""
"189","/chamber-1/committee-189","/chamber-1","/chamber-1/committee-189",189,1,189,"Military Acquisition","House Committee on Armed Services","{'Military Acquisition': [103], 'Military Procurement': [104, 105, 106, 107]}","housesub",""
"190","/chamber-1/committee-190","/chamber-1","/chamber-1/committee-190",190,1,190,"Military Construction","House Committee on Appropriations","{'Military Construction': [97, 98, 99, 100, 102, 103, 104, 105]}","housesub",""
"191","/chamber-1/committee-191","/chamber-1","/chamber-1/committee-191",191,1,191,"Military Installations and Facilities","House Committee on Armed Services","{'Military Installations and Facilities': [97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107]}","housesub",""
"192","/chamber-1/committee-192","/chamber-1","/chamber-1/committee-192",192,1,192,"Military Personnel and Compensation","House Committee on Armed Services","{'Military Personnel and Compensation': [97, 98, 99, 100, 101, 102], 'Military Forces and Personnel': [103], 'Military Personnel': [104, 105, 106, 107, 109, 110, 111, 112, 113, 114]}","housesub",""
"193","/chamber-1/committee-193","/chamber-1","/chamber-1/committee-193",193,1,193,"Mines and Mining","House Committee on Interior and Insular Affairs","{'Mines and Mining': [97], 'Mining, Forest Management and Bonneville Power Administration': [98], 'Mining and Natural Resources': [99, 100, 101, 102]}","housesub",""
"194","/chamber-1/committee-194","/chamber-1","/chamber-1/committee-194",194,1,194,"Monopolies and Commercial Law","House Committee on Judiciary","{'Monopolies and Commercial Law': [97, 98, 99, 100], 'Economic and Commercial Law': [101, 102, 103], 'Regulatory Reform, Commercial And Antitrust Law': [113, 114]}","housesub",""
"195","/chamber-1/committee-195","/chamber-1","/chamber-1/committee-195",195,1,195,"National Parks and Public Lands","House Committee on Interior and Insular Affairs","{'National Parks and Public Lands': [101, 102, 105, 106], 'National Parks, Forests, and Public Lands': [103], 'National Parks, Forests, and Lands': [104], 'National Parks, Recreation, and Public Lands': [107, 108, 109], 'National Parks, Forests and Public Lands': [110, 111, 112], 'Public Lands and Environmental Regulation': [113], 'Federal Lands': [114]}","housesub",""
"196","/chamber-1/committee-196","/chamber-1","/chamber-1/committee-196",196,1,196,"National Parks and Recreation","House Committee on Interior and Insular Affairs","{'National Parks and Recreation': [99]}","housesub",""
"197","/chamber-1/committee-197","/chamber-1","/chamber-1/committee-197",197,1,197,"Native American Affairs","House Committee on Interior and Insular Affairs","{'Native American Affairs': [103]}","housesub",""
"198","/chamber-1/committee-198","/chamber-1","/chamber-1/committee-198",198,1,198,"Native American and Insular Affairs","House Committee on Interior and Insular Affairs","{'Native American and Insular Affairs': [104]}","housesub",""
"199","/chamber-1/committee-199","/chamber-1","/chamber-1/committee-199",199,1,199,"Natural Resources, Agricultural Research and Environment","House Committee on Science and Astronautics","{'Natural Resources, Agricultural Research and Environment': [97, 98, 99, 100], 'Natural Resources, Agriculture Research and Environment': [101], 'Environment': [102]}","housesub",""
"200","/chamber-1/committee-200","/chamber-1","/chamber-1/committee-200",200,1,200,"Oceanography","House Committee on Merchant Marine and Fisheries","{'Oceanography': [97, 98, 99, 100, 101]}","housesub",""
"201","/chamber-1/committee-201","/chamber-1","/chamber-1/committee-201",201,1,201,"Oceanography, Great Lakes and the Outer Continental Shelf","House Committee on Merchant Marine and Fisheries","{'Oceanography, Great Lakes and the Outer Continental Shelf': [102], 'Oceanography, Gulf of Mexico and the Outer Continental Shelf': [103]}","housesub",""
"202","/chamber-1/committee-202","/chamber-1","/chamber-1/committee-202",202,1,202,"Office Systems","House Committee on House Administration","{'Office Systems': [97, 100, 101, 102, 103]}","housesub",""
"203","/chamber-1/committee-203","/chamber-1","/chamber-1/committee-203",203,1,203,"Oversight","House Committee on Ways and Means","{'Oversight': [105, 106]}","housesub",""
"204","/chamber-1/committee-204","/chamber-1","/chamber-1/committee-204",204,1,204,"Oversight and Investigations","House Committee on Interstate and Foreign Commerce","{'Oversight and Investigations': [97, 99, 111]}","housesub",""
"205","/chamber-1/committee-205","/chamber-1","/chamber-1/committee-205",205,1,205,"Oversight and Investigations","House Committee on Veterans' Affairs","{'Oversight and Investigations': [102]}","housesub",""
"206","/chamber-1/committee-206","/chamber-1","/chamber-1/committee-206",206,1,206,"Oversight and Investigations","House Committee on Veterans' Affairs","{'Oversight and Investigations': [109, 110, 112, 113, 114]}","housesub",""
"207","/chamber-1/committee-207","/chamber-1","/chamber-1/committee-207",207,1,207,"Oversight, Investigations and Emergency Management","House Committee on Public Works","{'Oversight, Investigations and Emergency Management': [106]}","housesub",""
"208","/chamber-1/committee-208","/chamber-1","/chamber-1/committee-208",208,1,208,"Panama Canal and Outer Continental Shelf","House Committee on Merchant Marine and Fisheries","{'Panama Canal and Outer Continental Shelf': [97, 98, 99, 100, 101]}","housesub",""
"209","/chamber-1/committee-209","/chamber-1","/chamber-1/committee-209",209,1,209,"Personnel and Police","House Committee on House Administration","{'Personnel and Police': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"210","/chamber-1/committee-210","/chamber-1","/chamber-1/committee-210",210,1,210,"Policy Research and Insurance","House Committee on Banking and Currency","{'Policy Research and Insurance': [101, 102]}","housesub",""
"211","/chamber-1/committee-211","/chamber-1","/chamber-1/committee-211",211,1,211,"Postal Operations and Services","House Committee on Post Office and Civil Service","{'Postal Operations and Services': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"212","/chamber-1/committee-212","/chamber-1","/chamber-1/committee-212",212,1,212,"Postal Personnel and Modernization","House Committee on Post Office and Civil Service","{'Postal Personnel and Modernization': [97, 98, 99, 100, 101, 102]}","housesub",""
"213","/chamber-1/committee-213","/chamber-1","/chamber-1/committee-213",213,1,213,"Postal Service","House Committee on Government Operations","{'Postal Service': [104, 105, 106]}","housesub",""
"214","/chamber-1/committee-214","/chamber-1","/chamber-1/committee-214",214,1,214,"Postsecondary Education","House Committee on Education and Labor","{'Postsecondary Education': [97, 98, 99, 100, 101, 102], 'Postsecondary Education and Training': [103], 'Postsecondary Education, Training and Life-Long Learning': [104, 105, 106]}","housesub",""
"215","/chamber-1/committee-215","/chamber-1","/chamber-1/committee-215",215,1,215,"Prevention of Nuclear and Biological Attack","House Committee on Homeland Security (Select)","{'Prevention of Nuclear and Biological Attack': [109]}","housesub",""
"216","/chamber-1/committee-216","/chamber-1","/chamber-1/committee-216",216,1,216,"Procurement and Military Nuclear Systems","House Committee on Armed Services","{'Procurement and Military Nuclear Systems': [97, 98, 99, 100, 101, 102]}","housesub",""
"217","/chamber-1/committee-217","/chamber-1","/chamber-1/committee-217",217,1,217,"Procurement, Tourism, and Rural Development","House Committee on Small Business","{'Procurement, Tourism, and Rural Development': [101, 102]}","housesub",""
"218","/chamber-1/committee-218","/chamber-1","/chamber-1/committee-218",218,1,218,"Program and Budget Authorization","House Committee on Intelligence (Permanent Select)","{'Program and Budget Authorization': [97, 103]}","housesub",""
"219","/chamber-1/committee-219","/chamber-1","/chamber-1/committee-219",219,1,219,"Projection Forces","House Committee on Armed Services","{'Projection Forces': [108, 109]}","housesub",""
"220","/chamber-1/committee-220","/chamber-1","/chamber-1/committee-220",220,1,220,"Public Assistance and Unemployment Compensation","House Committee on Ways and Means","{'Public Assistance and Unemployment Compensation': [97, 98, 99, 100], 'Human Resources': [101, 102, 103, 104, 105, 106, 107, 108, 109, 112, 113, 114], 'Income Security and Family Support': [110, 111]}","housesub",""
"221","/chamber-1/committee-221","/chamber-1","/chamber-1/committee-221",221,1,221,"Public Buildings and Economic Development","House Committee on Public Works","{'Public Buildings and Economic Development': [104, 105], 'Economic Development, Public Buildings, Hazardous Materials and Pipeline Transportation': [106]}","housesub",""
"222","/chamber-1/committee-222","/chamber-1","/chamber-1/committee-222",222,1,222,"Public Buildings and Grounds","House Committee on Public Works","{'Public Buildings and Grounds': [97, 98, 99, 100, 101, 102, 103]}","housesub",""
"223","/chamber-1/committee-223","/chamber-1","/chamber-1/committee-223",223,1,223,"Public Lands and National Parks","House Committee on Interior and Insular Affairs","{'Public Lands and National Parks': [97, 98], 'Public Lands': [99], 'National Parks and Public Lands': [100]}","housesub",""
"224","/chamber-1/committee-224","/chamber-1","/chamber-1/committee-224",224,1,224,"Railroads","House Committee on Public Works","{'Railroads': [104, 105]}","housesub",""
"225","/chamber-1/committee-225","/chamber-1","/chamber-1/committee-225",225,1,225,"Railroads","House Committee on Public Works","{'Railroads': [107, 108, 109], 'Railroads, Pipelines, and Hazardous Materials': [110, 111, 112, 113, 114]}","housesub",""
"226","/chamber-1/committee-226","/chamber-1","/chamber-1/committee-226",226,1,226,"Readiness","House Committee on Armed Services","{'Readiness': [97, 98, 99, 100, 101, 102, 103, 108, 109, 110, 111, 112, 113, 114], 'Military Readiness': [104, 105, 106, 107]}","housesub",""
"227","/chamber-1/committee-227","/chamber-1","/chamber-1/committee-227",227,1,227,"Regulation, Business Opportunity, and Energy","House Committee on Small Business","{'Regulation, Business Opportunity, and Energy': [101], 'Regulation, Business Opportunities, and Energy': [102]}","housesub",""
"228","/chamber-1/committee-228","/chamber-1","/chamber-1/committee-228",228,1,228,"Regulations and Healthcare","House Committee on Small Business","{'Regulations and Healthcare': [111]}","housesub",""
"229","/chamber-1/committee-229","/chamber-1","/chamber-1/committee-229",229,1,229,"Regulatory Affairs, Stimulus Oversight and Government Spending","House Committee on Government Operations","{'Regulatory Affairs, Stimulus Oversight and Government Spending': [112]}","housesub",""
"230","/chamber-1/committee-230","/chamber-1","/chamber-1/committee-230",230,1,230,"Research and Development","House Committee on Armed Services","{'Research and Development': [97, 98, 99, 100, 101, 102], 'Research and Technology': [103], 'Military Research and Development': [104, 105, 106, 107]}","housesub",""
"231","/chamber-1/committee-231","/chamber-1","/chamber-1/committee-231",231,1,231,"Resource Conservation, Research and Forestry","House Committee on Agriculture","{'Resource Conservation, Research and Forestry': [104], 'Forestry, Resource Conservation and Research': [105]}","housesub",""
"232","/chamber-1/committee-232","/chamber-1","/chamber-1/committee-232",232,1,232,"Risk Management, Research and Specialty Crops","House Committee on Agriculture","{'Risk Management, Research and Specialty Crops': [106]}","housesub",""
"233","/chamber-1/committee-233","/chamber-1","/chamber-1/committee-233",233,1,233,"Rules and Organization of the House","House Committee on Rules","{'Rules and Organization of the House': [111]}","housesub",""
"234","/chamber-1/committee-234","/chamber-1","/chamber-1/committee-234",234,1,234,"Rules of the House","House Committee on Rules","{'Rules of the House': [97, 98, 99, 100, 101, 102, 103, 104], 'Rules and Organization of the House': [105], 'Technology and the House': [108]}","housesub",""
