"","observation_path","chamber_path","member_path","observation_number","chamber_number","member_number","full_name","first_name","middle_name","last_name","member_ID","state","district","party","year_start","year_end"
"318","/chamber-1/member-318","/chamber-1","/chamber-1/member-318",318,1,318,"Jim Costa","Jim",NA,"Costa","/chamber-1/member-318","CA",16,"Democratic",2005,2020
"319","/chamber-1/member-319","/chamber-1","/chamber-1/member-319",319,1,319,"Jerry Costello","Jerry","","Costello","/chamber-1/member-319","IL",12,"Democratic",1988,2013
"320","/chamber-1/member-320","/chamber-1","/chamber-1/member-320",320,1,320,"Ryan A. Costello","Ryan","A.","Costello","/chamber-1/member-320","PA",6,"Republican",2015,2019
"321","/chamber-1/member-321","/chamber-1","/chamber-1/member-321",321,1,321,"William R. Cotter","William","R.","Cotter","/chamber-1/member-321","CT",1,"Democratic",1971,1981
"322","/chamber-1/member-322","/chamber-1","/chamber-1/member-322",322,1,322,"Joe Courtney","Joe",NA,"Courtney","/chamber-1/member-322","CT",2,"Democratic",2007,2020
"323","/chamber-1/member-323","/chamber-1","/chamber-1/member-323",323,1,323,"TJ Cox","TJ",NA,"Cox","/chamber-1/member-323","CA",21,"Democratic",2019,2020
"324","/chamber-1/member-324","/chamber-1","/chamber-1/member-324",324,1,324,"William J. Coyne","William","J.","Coyne","/chamber-1/member-324","PA",14,"Democratic",1981,2003
"325","/chamber-1/member-325","/chamber-1","/chamber-1/member-325",325,1,325,"Angie Craig","Angie",NA,"Craig","/chamber-1/member-325","MN",2,"Democratic",2019,2020
"326","/chamber-1/member-326","/chamber-1","/chamber-1/member-326",326,1,326,"Kevin Cramer","Kevin",NA,"Cramer","/chamber-1/member-326","ND",NA,"Republican",2013,2019
"327","/chamber-1/member-327","/chamber-1","/chamber-1/member-327",327,1,327,"Robert E. Cramer","Robert","E.","Cramer","/chamber-1/member-327","AL",5,"Democratic",1991,2009
"328","/chamber-1/member-328","/chamber-1","/chamber-1/member-328",328,1,328,"Chip Cravaack","Chip","","Cravaack","/chamber-1/member-328","MN",8,"Republican",2011,2013
"329","/chamber-1/member-329","/chamber-1","/chamber-1/member-329",329,1,329,"Eric A. Crawford","Eric","A.","Crawford","/chamber-1/member-329","AR",1,"Republican",2011,2020
"330","/chamber-1/member-330","/chamber-1","/chamber-1/member-330",330,1,330,"Frank Cremeans","Frank","","Cremeans","/chamber-1/member-330","OH",6,"Republican",1995,1997
"331","/chamber-1/member-331","/chamber-1","/chamber-1/member-331",331,1,331,"Ander Crenshaw","Ander","","Crenshaw","/chamber-1/member-331","FL",4,"Republican",2001,2017
"332","/chamber-1/member-332","/chamber-1","/chamber-1/member-332",332,1,332,"Dan Crenshaw","Dan",NA,"Crenshaw","/chamber-1/member-332","TX",2,"Republican",2019,2020
"333","/chamber-1/member-333","/chamber-1","/chamber-1/member-333",333,1,333,"Charlie Crist","Charlie",NA,"Crist","/chamber-1/member-333","FL",13,"Democratic",2017,2020
"334","/chamber-1/member-334","/chamber-1","/chamber-1/member-334",334,1,334,"Mark Critz","Mark","","Critz","/chamber-1/member-334","PA",12,"Democratic",2010,2013
"335","/chamber-1/member-335","/chamber-1","/chamber-1/member-335",335,1,335,"George W. Crockett","George","W.","Crockett","/chamber-1/member-335","MI",13,"Democratic",1980,1991
"336","/chamber-1/member-336","/chamber-1","/chamber-1/member-336",336,1,336,"Paul W. Cronin","Paul","W.","Cronin","/chamber-1/member-336","MA",5,"Republican",1973,1975
"337","/chamber-1/member-337","/chamber-1","/chamber-1/member-337",337,1,337,"Jason Crow","Jason",NA,"Crow","/chamber-1/member-337","CO",6,"Democratic",2019,2020
"338","/chamber-1/member-338","/chamber-1","/chamber-1/member-338",338,1,338,"Joseph Crowley","Joseph",NA,"Crowley","/chamber-1/member-338","NY",14,"Democratic",1999,2019
"339","/chamber-1/member-339","/chamber-1","/chamber-1/member-339",339,1,339,"Barbara Cubin","Barbara","","Cubin","/chamber-1/member-339","WY",0,"Republican",1995,2009
"340","/chamber-1/member-340","/chamber-1","/chamber-1/member-340",340,1,340,"Henry Cuellar","Henry",NA,"Cuellar","/chamber-1/member-340","TX",28,"Democratic",2005,2020
"341","/chamber-1/member-341","/chamber-1","/chamber-1/member-341",341,1,341,"John Abney Culberson","John","Abney","Culberson","/chamber-1/member-341","TX",7,"Republican",2001,2019
"342","/chamber-1/member-342","/chamber-1","/chamber-1/member-342",342,1,342,"Elijah E. Cummings","Elijah","E.","Cummings","/chamber-1/member-342","MD",7,"Democratic",1995,2019
"343","/chamber-1/member-343","/chamber-1","/chamber-1/member-343",343,1,343,"Joe Cunningham","Joe",NA,"Cunningham","/chamber-1/member-343","SC",1,"Democratic",2019,2020
"344","/chamber-1/member-344","/chamber-1","/chamber-1/member-344",344,1,344,"John E. Cunningham","John","E.","Cunningham","/chamber-1/member-344","WA",7,"Republican",1977,1979
"345","/chamber-1/member-345","/chamber-1","/chamber-1/member-345",345,1,345,"Carlos Curbelo","Carlos",NA,"Curbelo","/chamber-1/member-345","FL",26,"Republican",2015,2019
"346","/chamber-1/member-346","/chamber-1","/chamber-1/member-346",346,1,346,"David Curson","David","","Curson","/chamber-1/member-346","MI",11,"Democratic",2012,2013
"347","/chamber-1/member-347","/chamber-1","/chamber-1/member-347",347,1,347,"John R. Curtis","John","R.","Curtis","/chamber-1/member-347","UT",3,"Republican",2017,2020
"348","/chamber-1/member-348","/chamber-1","/chamber-1/member-348",348,1,348,"Dominick V. Daniels","Dominick","V.","Daniels","/chamber-1/member-348","NJ",14,"Democratic",1959,1977
"349","/chamber-1/member-349","/chamber-1","/chamber-1/member-349",349,1,349,"George E. Danielson","George","E.","Danielson","/chamber-1/member-349","CA",30,"Democratic",1971,1982
"350","/chamber-1/member-350","/chamber-1","/chamber-1/member-350",350,1,350,"Pat Danner","Pat","","Danner","/chamber-1/member-350","MO",6,"Democratic",1993,2001
"351","/chamber-1/member-351","/chamber-1","/chamber-1/member-351",351,1,351,"George Darden","George","","Darden","/chamber-1/member-351","GA",7,"Democratic",1983,1995
"352","/chamber-1/member-352","/chamber-1","/chamber-1/member-352",352,1,352,"Sharice Davids","Sharice",NA,"Davids","/chamber-1/member-352","KS",3,"Democratic",2019,2020
"353","/chamber-1/member-353","/chamber-1","/chamber-1/member-353",353,1,353,"Warren Davidson","Warren",NA,"Davidson","/chamber-1/member-353","OH",8,"Republican",2016,2020
"354","/chamber-1/member-354","/chamber-1","/chamber-1/member-354",354,1,354,"Artur Davis","Artur","","Davis","/chamber-1/member-354","AL",7,"Democratic",2003,2011
"355","/chamber-1/member-355","/chamber-1","/chamber-1/member-355",355,1,355,"Danny K. Davis","Danny","K.","Davis","/chamber-1/member-355","IL",7,"Democratic",1997,2020
"356","/chamber-1/member-356","/chamber-1","/chamber-1/member-356",356,1,356,"David Davis","David","","Davis","/chamber-1/member-356","TN",1,"Republican",2007,2009
"357","/chamber-1/member-357","/chamber-1","/chamber-1/member-357",357,1,357,"Geoff Davis","Geoff","","Davis","/chamber-1/member-357","KY",4,"Republican",2005,2012
"358","/chamber-1/member-358","/chamber-1","/chamber-1/member-358",358,1,358,"Glenn Robert Davis","Glenn","Robert","Davis","/chamber-1/member-358","WI",9,"Republican",1965,1974
"359","/chamber-1/member-359","/chamber-1","/chamber-1/member-359",359,1,359,"Jack Davis","Jack","","Davis","/chamber-1/member-359","IL",4,"Republican",1987,1989
"360","/chamber-1/member-360","/chamber-1","/chamber-1/member-360",360,1,360,"John William Davis","John","William","Davis","/chamber-1/member-360","GA",6,"Democratic",1961,1975
"361","/chamber-1/member-361","/chamber-1","/chamber-1/member-361",361,1,361,"John William Davis","John","William","Davis","/chamber-1/member-361","GA",7,"Democratic",1961,1975
"362","/chamber-1/member-362","/chamber-1","/chamber-1/member-362",362,1,362,"John William Davis","John","William","Davis","/chamber-1/member-362","GA",5,"Democratic",1961,1975
"363","/chamber-1/member-363","/chamber-1","/chamber-1/member-363",363,1,363,"John William Davis","John","William","Davis","/chamber-1/member-363","GA",1,"Democratic",1961,1975
"364","/chamber-1/member-364","/chamber-1","/chamber-1/member-364",364,1,364,"Lincoln Davis","Lincoln","","Davis","/chamber-1/member-364","TN",4,"Democratic",2003,2011
"365","/chamber-1/member-365","/chamber-1","/chamber-1/member-365",365,1,365,"Mendel J. Davis","Mendel","J.","Davis","/chamber-1/member-365","SC",1,"Democratic",1971,1981
"366","/chamber-1/member-366","/chamber-1","/chamber-1/member-366",366,1,366,"Robert William Davis","Robert","William","Davis","/chamber-1/member-366","MI",2,"Republican",1979,1993
"367","/chamber-1/member-367","/chamber-1","/chamber-1/member-367",367,1,367,"Robert William Davis","Robert","William","Davis","/chamber-1/member-367","MI",6,"Republican",1979,1993
"368","/chamber-1/member-368","/chamber-1","/chamber-1/member-368",368,1,368,"Robert William Davis","Robert","William","Davis","/chamber-1/member-368","MI",11,"Republican",1979,1993
"369","/chamber-1/member-369","/chamber-1","/chamber-1/member-369",369,1,369,"Robert William Davis","Robert","William","Davis","/chamber-1/member-369","MI",1,"Republican",1979,1993
"370","/chamber-1/member-370","/chamber-1","/chamber-1/member-370",370,1,370,"Rodney Davis","Rodney",NA,"Davis","/chamber-1/member-370","IL",13,"Republican",2013,2020
"371","/chamber-1/member-371","/chamber-1","/chamber-1/member-371",371,1,371,"Susan A. Davis","Susan","A.","Davis","/chamber-1/member-371","CA",53,"Democratic",2001,2020
"372","/chamber-1/member-372","/chamber-1","/chamber-1/member-372",372,1,372,"Thomas M. Davis","Thomas","M.","Davis","/chamber-1/member-372","VA",1,"Republican",1995,2008
"373","/chamber-1/member-373","/chamber-1","/chamber-1/member-373",373,1,373,"Thomas M. Davis","Thomas","M.","Davis","/chamber-1/member-373","VA",2,"Republican",1995,2008
"374","/chamber-1/member-374","/chamber-1","/chamber-1/member-374",374,1,374,"Thomas M. Davis","Thomas","M.","Davis","/chamber-1/member-374","VA",11,"Republican",1995,2008
"375","/chamber-1/member-375","/chamber-1","/chamber-1/member-375",375,1,375,"Thomas M. Davis","Thomas","M.","Davis","/chamber-1/member-375","VA",23,"Republican",1995,2008
"376","/chamber-1/member-376","/chamber-1","/chamber-1/member-376",376,1,376,"Nathan Deal","Nathan","","Deal","/chamber-1/member-376","GA",9,"Democratic",1997,2010
"377","/chamber-1/member-377","/chamber-1","/chamber-1/member-377",377,1,377,"Nathan Deal","Nathan","","Deal","/chamber-1/member-377","GA",9,"Democratic",1993,1997
"378","/chamber-1/member-378","/chamber-1","/chamber-1/member-378",378,1,378,"Madeleine Dean","Madeleine",NA,"Dean","/chamber-1/member-378","PA",4,"Democratic",2019,2020
"379","/chamber-1/member-379","/chamber-1","/chamber-1/member-379",379,1,379,"Peter A. DeFazio","Peter","A.","DeFazio","/chamber-1/member-379","OR",4,"Democratic",1987,2020
"380","/chamber-1/member-380","/chamber-1","/chamber-1/member-380",380,1,380,"Diana DeGette","Diana",NA,"DeGette","/chamber-1/member-380","CO",1,"Democratic",1997,2020
"381","/chamber-1/member-381","/chamber-1","/chamber-1/member-381",381,1,381,"James Delaney","James","","Delaney","/chamber-1/member-381","NY",9,"Democratic",1949,1978
"382","/chamber-1/member-382","/chamber-1","/chamber-1/member-382",382,1,382,"John K. Delaney","John","K.","Delaney","/chamber-1/member-382","MD",6,"Democratic",2013,2019
"383","/chamber-1/member-383","/chamber-1","/chamber-1/member-383",383,1,383,"Rosa L. DeLauro","Rosa","L.","DeLauro","/chamber-1/member-383","CT",3,"Democratic",1991,2020
"384","/chamber-1/member-384","/chamber-1","/chamber-1/member-384",384,1,384,"Suzan K. DelBene","Suzan","K.","DelBene","/chamber-1/member-384","WA",1,"Democratic",2012,2020
"385","/chamber-1/member-385","/chamber-1","/chamber-1/member-385",385,1,385,"Madeleine Z. Delegate Bordallo","Madeleine","Z.","Delegate Bordallo","/chamber-1/member-385",NA,NA,"Democratic",2003,2019
"386","/chamber-1/member-386","/chamber-1","/chamber-1/member-386",386,1,386,"Eleanor Holmes Delegate Norton","Eleanor","Holmes","Delegate Norton","/chamber-1/member-386",NA,NA,"Democratic",1991,2020
"387","/chamber-1/member-387","/chamber-1","/chamber-1/member-387",387,1,387,"Stacey E. Delegate Plaskett","Stacey","E.","Delegate Plaskett","/chamber-1/member-387",NA,NA,"Democratic",2015,2020
"388","/chamber-1/member-388","/chamber-1","/chamber-1/member-388",388,1,388,"Aumua Amata Coleman Delegate Radewagen","Aumua","Amata","Delegate Radewagen","/chamber-1/member-388",NA,NA,"Republican",2015,2020
"389","/chamber-1/member-389","/chamber-1","/chamber-1/member-389",389,1,389,"Gregorio Kilili Camacho Delegate Sablan","Gregorio","Kilili","Delegate Sablan","/chamber-1/member-389",NA,NA,"Democratic",2009,2020
"390","/chamber-1/member-390","/chamber-1","/chamber-1/member-390",390,1,390,"Michael F. Q. Delegate San Nicolas","Michael","F.","Delegate San Nicolas","/chamber-1/member-390",NA,NA,"Democratic",2019,2020
"391","/chamber-1/member-391","/chamber-1","/chamber-1/member-391",391,1,391,"Antonio Delgado","Antonio",NA,"Delgado","/chamber-1/member-391","NY",19,"Democratic",2019,2020
"392","/chamber-1/member-392","/chamber-1","/chamber-1/member-392",392,1,392,"John R. Dellenback","John","R.","Dellenback","/chamber-1/member-392","OR",4,"Republican",1967,1975
"393","/chamber-1/member-393","/chamber-1","/chamber-1/member-393",393,1,393,"Val Butler Demings","Val","Butler","Demings","/chamber-1/member-393","FL",10,"Democratic",2017,2020
"394","/chamber-1/member-394","/chamber-1","/chamber-1/member-394",394,1,394,"Lawrence Joseph DeNardis","Lawrence","Joseph","DeNardis","/chamber-1/member-394","CT",3,"Republican",1981,1983
"395","/chamber-1/member-395","/chamber-1","/chamber-1/member-395",395,1,395,"Jeff Denham","Jeff",NA,"Denham","/chamber-1/member-395","CA",10,"Republican",2011,2019
"396","/chamber-1/member-396","/chamber-1","/chamber-1/member-396",396,1,396,"Frank E. Denholm","Frank","E.","Denholm","/chamber-1/member-396","SD",1,"Democratic",1971,1975
"397","/chamber-1/member-397","/chamber-1","/chamber-1/member-397",397,1,397,"David W. Dennis","David","W.","Dennis","/chamber-1/member-397","IN",10,"Republican",1969,1975
"398","/chamber-1/member-398","/chamber-1","/chamber-1/member-398",398,1,398,"Charles W. Dent","Charles","W.","Dent","/chamber-1/member-398","PA",15,"Republican",2005,2018
"399","/chamber-1/member-399","/chamber-1","/chamber-1/member-399",399,1,399,"John H. Dent","John","H.","Dent","/chamber-1/member-399","PA",21,"Democratic",1958,1979
"400","/chamber-1/member-400","/chamber-1","/chamber-1/member-400",400,1,400,"Butler Derrick","Butler","","Derrick","/chamber-1/member-400","SC",3,"Democratic",1975,1995
"401","/chamber-1/member-401","/chamber-1","/chamber-1/member-401",401,1,401,"Ron DeSantis","Ron",NA,"DeSantis","/chamber-1/member-401","FL",6,"Republican",2013,2018
"402","/chamber-1/member-402","/chamber-1","/chamber-1/member-402",402,1,402,"Mark DeSaulnier","Mark",NA,"DeSaulnier","/chamber-1/member-402","CA",11,"Democratic",2015,2020
"403","/chamber-1/member-403","/chamber-1","/chamber-1/member-403",403,1,403,"Scott DesJarlais","Scott",NA,"DesJarlais","/chamber-1/member-403","TN",4,"Republican",2011,2020
"404","/chamber-1/member-404","/chamber-1","/chamber-1/member-404",404,1,404,"Theodore E. Deutch","Theodore","E.","Deutch","/chamber-1/member-404","FL",22,"Democratic",2010,2020
"405","/chamber-1/member-405","/chamber-1","/chamber-1/member-405",405,1,405,"Peter Deutsch","Peter","","Deutsch","/chamber-1/member-405","FL",20,"Democratic",1993,2005
"406","/chamber-1/member-406","/chamber-1","/chamber-1/member-406",406,1,406,"Samuel L. Devine","Samuel","L.","Devine","/chamber-1/member-406","OH",12,"Republican",1959,1981
"407","/chamber-1/member-407","/chamber-1","/chamber-1/member-407",407,1,407,"Lincoln Diaz-Balart","Lincoln","","Diaz-Balart","/chamber-1/member-407","FL",21,"Republican",1993,2011
"408","/chamber-1/member-408","/chamber-1","/chamber-1/member-408",408,1,408,"Mario Diaz-Balart","Mario",NA,"Diaz-Balart","/chamber-1/member-408","FL",25,"Republican",2003,2020
"409","/chamber-1/member-409","/chamber-1","/chamber-1/member-409",409,1,409,"Jay Dickey","Jay","","Dickey","/chamber-1/member-409","AR",4,"Republican",1993,2001
"410","/chamber-1/member-410","/chamber-1","/chamber-1/member-410",410,1,410,"William Louis Dickinson","William","Louis","Dickinson","/chamber-1/member-410","AL",2,"Republican",1965,1993
"411","/chamber-1/member-411","/chamber-1","/chamber-1/member-411",411,1,411,"Charles Diggs","Charles","","Diggs","/chamber-1/member-411","MI",13,"Democratic",1955,1980
"412","/chamber-1/member-412","/chamber-1","/chamber-1/member-412",412,1,412,"Debbie Dingell","Debbie",NA,"Dingell","/chamber-1/member-412","MI",12,"Democratic",2015,2020
"413","/chamber-1/member-413","/chamber-1","/chamber-1/member-413",413,1,413,"John Dingell","John","","Dingell","/chamber-1/member-413","MI",12,"Democratic",1955,2015
"414","/chamber-1/member-414","/chamber-1","/chamber-1/member-414",414,1,414,"John Dingell","John","","Dingell","/chamber-1/member-414","MI",15,"Democratic",1955,2015
"415","/chamber-1/member-415","/chamber-1","/chamber-1/member-415",415,1,415,"Joseph J. DioGuardi","Joseph","J.","DioGuardi","/chamber-1/member-415","NY",20,"Republican",1985,1989
"416","/chamber-1/member-416","/chamber-1","/chamber-1/member-416",416,1,416,"Julian C. Dixon","Julian","C.","Dixon","/chamber-1/member-416","CA",32,"Democratic",1979,2000
"417","/chamber-1/member-417","/chamber-1","/chamber-1/member-417",417,1,417,"Charles Djou","Charles","","Djou","/chamber-1/member-417","HI",1,"Republican",2010,2011
"418","/chamber-1/member-418","/chamber-1","/chamber-1/member-418",418,1,418,"Lloyd Doggett","Lloyd",NA,"Doggett","/chamber-1/member-418","TX",35,"Democratic",1995,2020
"419","/chamber-1/member-419","/chamber-1","/chamber-1/member-419",419,1,419,"Brian J. Donnelly","Brian","J.","Donnelly","/chamber-1/member-419","MA",11,"Democratic",1979,1993
"420","/chamber-1/member-420","/chamber-1","/chamber-1/member-420",420,1,420,"Harold Donohue","Harold","","Donohue","/chamber-1/member-420","MA",3,"Democratic",1947,1974
"421","/chamber-1/member-421","/chamber-1","/chamber-1/member-421",421,1,421,"Daniel M. Donovan","Daniel","M.","Donovan","/chamber-1/member-421","NY",11,"Republican",2015,2019
"422","/chamber-1/member-422","/chamber-1","/chamber-1/member-422",422,1,422,"John Doolittle","John","","Doolittle","/chamber-1/member-422","CA",4,"Republican",1991,2009
"423","/chamber-1/member-423","/chamber-1","/chamber-1/member-423",423,1,423,"William Jennings Dorn","William","Jennings","Dorn","/chamber-1/member-423","SC",3,"Democratic",1951,1974
"424","/chamber-1/member-424","/chamber-1","/chamber-1/member-424",424,1,424,"Charles F. Dougherty","Charles","F.","Dougherty","/chamber-1/member-424","PA",4,"Republican",1979,1983
"425","/chamber-1/member-425","/chamber-1","/chamber-1/member-425",425,1,425,"Charles F. Dougherty","Charles","F.","Dougherty","/chamber-1/member-425","PA",2,"Republican",1979,1983
"426","/chamber-1/member-426","/chamber-1","/chamber-1/member-426",426,1,426,"Thomas J. Downey","Thomas","J.","Downey","/chamber-1/member-426","NY",2,"Democratic",1975,1993
"427","/chamber-1/member-427","/chamber-1","/chamber-1/member-427",427,1,427,"Thomas N. Downing","Thomas","N.","Downing","/chamber-1/member-427","VA",1,"Democratic",1959,1977
"428","/chamber-1/member-428","/chamber-1","/chamber-1/member-428",428,1,428,"Michael F. Doyle","Michael","F.","Doyle","/chamber-1/member-428","PA",18,"Democratic",1995,2020
"429","/chamber-1/member-429","/chamber-1","/chamber-1/member-429",429,1,429,"Thelma Drake","Thelma","","Drake","/chamber-1/member-429","VA",2,"Republican",2005,2009
"430","/chamber-1/member-430","/chamber-1","/chamber-1/member-430",430,1,430,"David Dreier","David","","Dreier","/chamber-1/member-430","CA",26,"Republican",1981,2013
"431","/chamber-1/member-431","/chamber-1","/chamber-1/member-431",431,1,431,"Steve Driehaus","Steve","","Driehaus","/chamber-1/member-431","OH",1,"Democratic",2009,2011
"432","/chamber-1/member-432","/chamber-1","/chamber-1/member-432",432,1,432,"Robert Drinan","Robert","","Drinan","/chamber-1/member-432","MA",4,"Democratic",1971,1981
"433","/chamber-1/member-433","/chamber-1","/chamber-1/member-433",433,1,433,"Sean P. Duffy","Sean","P.","Duffy","/chamber-1/member-433","WI",7,"Republican",2011,2019
"434","/chamber-1/member-434","/chamber-1","/chamber-1/member-434",434,1,434,"Thaddeus J. Dulski","Thaddeus","J.","Dulski","/chamber-1/member-434","NY",37,"Democratic",1959,1974
"435","/chamber-1/member-435","/chamber-1","/chamber-1/member-435",435,1,435,"Jeff Duncan","Jeff",NA,"Duncan","/chamber-1/member-435","SC",3,"Republican",2011,2020
"436","/chamber-1/member-436","/chamber-1","/chamber-1/member-436",436,1,436,"John J. Duncan","John","J.","Duncan","/chamber-1/member-436","TN",2,"Republican",1987,2019
"437","/chamber-1/member-437","/chamber-1","/chamber-1/member-437",437,1,437,"Robert B. Duncan","Robert","B.","Duncan","/chamber-1/member-437","OR",3,"Democratic",1975,1981
"438","/chamber-1/member-438","/chamber-1","/chamber-1/member-438",438,1,438,"James Whitney Dunn","James","Whitney","Dunn","/chamber-1/member-438","MI",6,"Republican",1981,1983
"439","/chamber-1/member-439","/chamber-1","/chamber-1/member-439",439,1,439,"Jennifer Dunn","Jennifer","","Dunn","/chamber-1/member-439","WA",8,"Republican",1993,2005
"440","/chamber-1/member-440","/chamber-1","/chamber-1/member-440",440,1,440,"Neal P. Dunn","Neal","P.","Dunn","/chamber-1/member-440","FL",2,"Republican",2017,2020
"441","/chamber-1/member-441","/chamber-1","/chamber-1/member-441",441,1,441,"Bernard J. Dwyer","Bernard","J.","Dwyer","/chamber-1/member-441","NJ",6,"Democratic",1981,1993
"442","/chamber-1/member-442","/chamber-1","/chamber-1/member-442",442,1,442,"Mervyn M. Dymally","Mervyn","M.","Dymally","/chamber-1/member-442","CA",31,"Democratic",1981,1993
"443","/chamber-1/member-443","/chamber-1","/chamber-1/member-443",443,1,443,"Joseph D. Early","Joseph","D.","Early","/chamber-1/member-443","MA",3,"Democratic",1975,1993
"444","/chamber-1/member-444","/chamber-1","/chamber-1/member-444",444,1,444,"Dennis E. Eckart","Dennis","E.","Eckart","/chamber-1/member-444","OH",11,"Democratic",1981,1993
"445","/chamber-1/member-445","/chamber-1","/chamber-1/member-445",445,1,445,"Fred J. Eckert","Fred","J.","Eckert","/chamber-1/member-445","NY",30,"Republican",1985,1987
"446","/chamber-1/member-446","/chamber-1","/chamber-1/member-446",446,1,446,"Robert W. Edgar","Robert","W.","Edgar","/chamber-1/member-446","PA",7,"Democratic",1975,1987
"447","/chamber-1/member-447","/chamber-1","/chamber-1/member-447",447,1,447,"Don Edwards","Don","","Edwards","/chamber-1/member-447","CA",11,"Democratic",1963,1995
"448","/chamber-1/member-448","/chamber-1","/chamber-1/member-448",448,1,448,"Donna Edwards","Donna","","Edwards","/chamber-1/member-448","MD",4,"Democratic",2008,2017
"449","/chamber-1/member-449","/chamber-1","/chamber-1/member-449",449,1,449,"Robert Ehrlich","Robert","","Ehrlich","/chamber-1/member-449","MD",2,"Republican",1995,2003
"450","/chamber-1/member-450","/chamber-1","/chamber-1/member-450",450,1,450,"Joshua Eilberg","Joshua","","Eilberg","/chamber-1/member-450","PA",4,"Democratic",1967,1979
"451","/chamber-1/member-451","/chamber-1","/chamber-1/member-451",451,1,451,"Keith Ellison","Keith",NA,"Ellison","/chamber-1/member-451","MN",5,"Democratic",2007,2019
"452","/chamber-1/member-452","/chamber-1","/chamber-1/member-452",452,1,452,"Renee Ellmers","Renee","","Ellmers","/chamber-1/member-452","NC",2,"Republican",2011,2017
"453","/chamber-1/member-453","/chamber-1","/chamber-1/member-453",453,1,453,"Brad Ellsworth","Brad","","Ellsworth","/chamber-1/member-453","IN",8,"Democratic",2007,2011
"454","/chamber-1/member-454","/chamber-1","/chamber-1/member-454",454,1,454,"Rahm Emanuel","Rahm","","Emanuel","/chamber-1/member-454","IL",5,"Democratic",2003,2009
"455","/chamber-1/member-455","/chamber-1","/chamber-1/member-455",455,1,455,"David F. Emery","David","F.","Emery","/chamber-1/member-455","ME",1,"Republican",1975,1983
"456","/chamber-1/member-456","/chamber-1","/chamber-1/member-456",456,1,456,"Tom Emmer","Tom",NA,"Emmer","/chamber-1/member-456","MN",6,"Republican",2015,2020
"457","/chamber-1/member-457","/chamber-1","/chamber-1/member-457",457,1,457,"Eliot L. Engel","Eliot","L.","Engel","/chamber-1/member-457","NY",16,"Democratic",1989,2020
"458","/chamber-1/member-458","/chamber-1","/chamber-1/member-458",458,1,458,"Glenn English","Glenn","","English","/chamber-1/member-458","OK",6,"Democratic",1975,1994
"459","/chamber-1/member-459","/chamber-1","/chamber-1/member-459",459,1,459,"Karan English","Karan","","English","/chamber-1/member-459","AZ",6,"Democratic",1993,1995
"460","/chamber-1/member-460","/chamber-1","/chamber-1/member-460",460,1,460,"William Enyart","William","","Enyart","/chamber-1/member-460","IL",12,"Democratic",2013,2015
"461","/chamber-1/member-461","/chamber-1","/chamber-1/member-461",461,1,461,"Arlen Erdahl","Arlen","","Erdahl","/chamber-1/member-461","MN",1,"Republican",1979,1983
"462","/chamber-1/member-462","/chamber-1","/chamber-1/member-462",462,1,462,"Ben Erdreich","Ben","","Erdreich","/chamber-1/member-462","AL",6,"Democratic",1983,1993
"463","/chamber-1/member-463","/chamber-1","/chamber-1/member-463",463,1,463,"John N. Erlenborn","John","N.","Erlenborn","/chamber-1/member-463","IL",13,"Republican",1965,1985
"464","/chamber-1/member-464","/chamber-1","/chamber-1/member-464",464,1,464,"Allen E. Ertel","Allen","E.","Ertel","/chamber-1/member-464","PA",17,"Democratic",1977,1983
"465","/chamber-1/member-465","/chamber-1","/chamber-1/member-465",465,1,465,"Marvin L. Esch","Marvin","L.","Esch","/chamber-1/member-465","MI",2,"Republican",1967,1977
"466","/chamber-1/member-466","/chamber-1","/chamber-1/member-466",466,1,466,"Veronica Escobar","Veronica",NA,"Escobar","/chamber-1/member-466","TX",16,"Democratic",2019,2020
"467","/chamber-1/member-467","/chamber-1","/chamber-1/member-467",467,1,467,"Edwin Duing Eshleman","Edwin","Duing","Eshleman","/chamber-1/member-467","PA",16,"Republican",1967,1977
"468","/chamber-1/member-468","/chamber-1","/chamber-1/member-468",468,1,468,"Anna G. Eshoo","Anna","G.","Eshoo","/chamber-1/member-468","CA",18,"Democratic",1993,2020
"469","/chamber-1/member-469","/chamber-1","/chamber-1/member-469",469,1,469,"Adriano Espaillat","Adriano",NA,"Espaillat","/chamber-1/member-469","NY",13,"Democratic",2017,2020
"470","/chamber-1/member-470","/chamber-1","/chamber-1/member-470",470,1,470,"Ron Estes","Ron",NA,"Estes","/chamber-1/member-470","KS",4,"Republican",2017,2020
"471","/chamber-1/member-471","/chamber-1","/chamber-1/member-471",471,1,471,"Elizabeth H. Esty","Elizabeth","H.","Esty","/chamber-1/member-471","CT",5,"Democratic",2013,2019
"472","/chamber-1/member-472","/chamber-1","/chamber-1/member-472",472,1,472,"Bob Etheridge","Bob","","Etheridge","/chamber-1/member-472","NC",2,"Democratic",1997,2011
"473","/chamber-1/member-473","/chamber-1","/chamber-1/member-473",473,1,473,"Billy Lee Evans","Billy","Lee","Evans","/chamber-1/member-473","GA",8,"Democratic",1977,1983
"474","/chamber-1/member-474","/chamber-1","/chamber-1/member-474",474,1,474,"David W. Evans","David","W.","Evans","/chamber-1/member-474","IN",5,"Democratic",1975,1983
"475","/chamber-1/member-475","/chamber-1","/chamber-1/member-475",475,1,475,"David W. Evans","David","W.","Evans","/chamber-1/member-475","IN",6,"Democratic",1975,1983
