"","observation_path","parliament_path","chamber_path","member_path","observation_number","parliament_number","chamber_number","member_number","full_name","first_name","middle_name","last_name","member_ID","state","district","party","year_start","year_end"
"3756","/parliament-98/chamber-1/member-1223","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1223",3756,98,1,1223,"Joel Pritchard","Joel","","Pritchard","/chamber-1/member-1223","WA",1,"Republican",1973,1985
"3757","/parliament-98/chamber-1/member-1225","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1225",3757,98,1,1225,"Carl Pursell","Carl","","Pursell","/chamber-1/member-1225","MI",2,"Republican",1977,1993
"3758","/parliament-98/chamber-1/member-1232","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1232",3758,98,1,1232,"Nick Rahall","Nick","","Rahall","/chamber-1/member-1232","WV",3,"Democratic",1977,2015
"3759","/parliament-98/chamber-1/member-1235","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1235",3759,98,1,1235,"Charles Rangel","Charles","","Rangel","/chamber-1/member-1235","NY",13,"Democratic",1971,2017
"3760","/parliament-98/chamber-1/member-1238","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1238",3760,98,1,1238,"William R. Ratchford","William","R.","Ratchford","/chamber-1/member-1238","CT",5,"Democratic",1979,1985
"3761","/parliament-98/chamber-1/member-1240","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1240",3761,98,1,1240,"Richard Ray","Richard","","Ray","/chamber-1/member-1240","GA",3,"Democratic",1983,1993
"3762","/parliament-98/chamber-1/member-1244","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1244",3762,98,1,1244,"Ralph Regula","Ralph","","Regula","/chamber-1/member-1244","OH",16,"Republican",1973,2009
"3763","/parliament-98/chamber-1/member-1250","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1250",3763,98,1,1250,"Henry S. Reuss","Henry","S.","Reuss","/chamber-1/member-1250","WI",5,"Democratic",1955,1983
"3764","/parliament-98/chamber-1/member-1254","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1254",3764,98,1,1254,"John Jacob Rhodes","John","Jacob","Rhodes","/chamber-1/member-1254","AZ",1,"Republican",1953,1983
"3765","/parliament-98/chamber-1/member-1264","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1264",3765,98,1,1264,"Matthew John Rinaldo","Matthew","John","Rinaldo","/chamber-1/member-1264","NJ",7,"Republican",1973,1993
"3766","/parliament-98/chamber-1/member-1265","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1265",3766,98,1,1265,"Donald L. Ritter","Donald","L.","Ritter","/chamber-1/member-1265","PA",15,"Republican",1979,1993
"3767","/parliament-98/chamber-1/member-1268","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1268",3767,98,1,1268,"Clint Roberts","Clint","","Roberts","/chamber-1/member-1268","SD",2,"Republican",1981,1983
"3768","/parliament-98/chamber-1/member-1273","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1273",3768,98,1,1273,"Peter W. Rodino","Peter","W.","Rodino","/chamber-1/member-1273","NJ",10,"Democratic",1949,1989
"3769","/parliament-98/chamber-1/member-1277","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1277",3769,98,1,1277,"Robert A. Roe","Robert","A.","Roe","/chamber-1/member-1277","NJ",8,"Democratic",1969,1993
"3770","/parliament-98/chamber-1/member-1278","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1278",3770,98,1,1278,"Harold Rogers","Harold",NA,"Rogers","/chamber-1/member-1278","KY",5,"Republican",1981,2020
"3771","/parliament-98/chamber-1/member-1293","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1293",3771,98,1,1293,"Benjamin S. Rosenthal","Benjamin","S.","Rosenthal","/chamber-1/member-1293","NY",7,"Democratic",1962,1983
"3772","/parliament-98/chamber-1/member-1297","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1297",3772,98,1,1297,"Toby Roth","Toby","","Roth","/chamber-1/member-1297","WI",8,"Republican",1979,1997
"3773","/parliament-98/chamber-1/member-1300","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1300",3773,98,1,1300,"Marge Roukema","Marge","","Roukema","/chamber-1/member-1300","NJ",5,"Republican",1981,2003
"3774","/parliament-98/chamber-1/member-1301","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1301",3774,98,1,1301,"John H. Rousselot","John","H.","Rousselot","/chamber-1/member-1301","CA",26,"Republican",1970,1983
"3775","/parliament-98/chamber-1/member-1306","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1306",3775,98,1,1306,"Edward R. Roybal","Edward","R.","Roybal","/chamber-1/member-1306","CA",25,"Democratic",1963,1993
"3776","/parliament-98/chamber-1/member-1310","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1310",3776,98,1,1310,"Eldon Rudd","Eldon","","Rudd","/chamber-1/member-1310","AZ",4,"Republican",1977,1987
"3777","/parliament-98/chamber-1/member-1324","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1324",3777,98,1,1324,"Martin Olav Sabo","Martin","Olav","Sabo","/chamber-1/member-1324","MN",5,"Democratic-Farmer-Labor",1979,2007
"3778","/parliament-98/chamber-1/member-1334","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1334",3778,98,1,1334,"James David Santini","James","David","Santini","/chamber-1/member-1334","NV",0,"Democratic",1975,1983
"3779","/parliament-98/chamber-1/member-1337","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1337",3779,98,1,1337,"Gus Savage","Gus","","Savage","/chamber-1/member-1337","IL",2,"Democratic",1981,1993
"3780","/parliament-98/chamber-1/member-1338","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1338",3780,98,1,1338,"Harold S. Sawyer","Harold","S.","Sawyer","/chamber-1/member-1338","MI",5,"Republican",1977,1985
"3781","/parliament-98/chamber-1/member-1343","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1343",3781,98,1,1343,"Daniel Schaefer","Daniel","","Schaefer","/chamber-1/member-1343","CO",6,"Republican",1983,1999
"3782","/parliament-98/chamber-1/member-1349","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1349",3782,98,1,1349,"James H. Scheuer","James","H.","Scheuer","/chamber-1/member-1349","NY",8,"Democratic-Liberal",1975,1993
"3783","/parliament-98/chamber-1/member-1355","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1355",3783,98,1,1355,"Claudine Schneider","Claudine","","Schneider","/chamber-1/member-1355","RI",2,"Republican",1981,1991
"3784","/parliament-98/chamber-1/member-1359","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1359",3784,98,1,1359,"Patricia Schroeder","Patricia","","Schroeder","/chamber-1/member-1359","CO",1,"Democratic",1973,1997
"3785","/parliament-98/chamber-1/member-1361","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1361",3785,98,1,1361,"Richard T. Schulze","Richard","T.","Schulze","/chamber-1/member-1361","PA",5,"Republican",1975,1993
"3786","/parliament-98/chamber-1/member-1370","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1370",3786,98,1,1370,"F. James Sensenbrenner","F.","James","Sensenbrenner","/chamber-1/member-1370","WI",5,"Republican",1979,2020
"3787","/parliament-98/chamber-1/member-1377","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1377",3787,98,1,1377,"James Shannon","James","","Shannon","/chamber-1/member-1377","MA",5,"Democratic",1979,1985
"3788","/parliament-98/chamber-1/member-1388","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1388",3788,98,1,1388,"Norman D. Shumway","Norman","D.","Shumway","/chamber-1/member-1388","CA",14,"Republican",1979,1991
"3789","/parliament-98/chamber-1/member-1391","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1391",3789,98,1,1391,"Mark D. Siljander","Mark","D.","Siljander","/chamber-1/member-1391","MI",4,"Republican",1981,1987
"3790","/parliament-98/chamber-1/member-1395","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1395",3790,98,1,1395,"Norman Sisisky","Norman","","Sisisky","/chamber-1/member-1395","VA",4,"Democratic",1983,2001
"3791","/parliament-98/chamber-1/member-1397","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1397",3791,98,1,1397,"Ike Skelton","Ike","","Skelton","/chamber-1/member-1397","MO",4,"Democratic",1977,2011
"3792","/parliament-98/chamber-1/member-1403","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1403",3792,98,1,1403,"Christopher H. Smith","Christopher","H.","Smith","/chamber-1/member-1403","NJ",4,"Republican",1981,2020
"3793","/parliament-98/chamber-1/member-1405","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1405",3793,98,1,1405,"Joseph F. Smith","Joseph","F.","Smith","/chamber-1/member-1405","PA",1,"Democratic",1981,1983
"3794","/parliament-98/chamber-1/member-1406","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1406",3794,98,1,1406,"Joseph F. Smith","Joseph","F.","Smith","/chamber-1/member-1406","PA",6,"Democratic",1981,1983
"3795","/parliament-98/chamber-1/member-1407","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1407",3795,98,1,1407,"Joseph F. Smith","Joseph","F.","Smith","/chamber-1/member-1407","PA",3,"Democratic",1981,1983
"3796","/parliament-98/chamber-1/member-1410","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1410",3796,98,1,1410,"Lawrence J. Smith","Lawrence","J.","Smith","/chamber-1/member-1410","FL",16,"Democratic",1983,1993
"3797","/parliament-98/chamber-1/member-1411","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1411",3797,98,1,1411,"Lawrence J. Smith","Lawrence","J.","Smith","/chamber-1/member-1411","FL",1,"Democratic",1983,1993
"3798","/parliament-98/chamber-1/member-1413","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1413",3798,98,1,1413,"Neal Smith","Neal","","Smith","/chamber-1/member-1413","IA",4,"Democratic",1959,1995
"3799","/parliament-98/chamber-1/member-1416","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1416",3799,98,1,1416,"Robert Freeman Smith","Robert","Freeman","Smith","/chamber-1/member-1416","OR",8,"Republican",1983,1995
"3800","/parliament-98/chamber-1/member-1417","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1417",3800,98,1,1417,"Robert Freeman Smith","Robert","Freeman","Smith","/chamber-1/member-1417","OR",-1,"Republican",1983,1995
"3801","/parliament-98/chamber-1/member-1418","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1418",3801,98,1,1418,"Robert Freeman Smith","Robert","Freeman","Smith","/chamber-1/member-1418","OR",2,"Republican",1983,1995
"3802","/parliament-98/chamber-1/member-1422","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1422",3802,98,1,1422,"Virginia Smith","Virginia","","Smith","/chamber-1/member-1422","NE",3,"Republican",1975,1991
"3803","/parliament-98/chamber-1/member-1424","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1424",3803,98,1,1424,"Stephen J. Solarz","Stephen","J.","Solarz","/chamber-1/member-1424","NY",13,"Democratic",1975,1993
"3804","/parliament-98/chamber-1/member-1426","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1426",3804,98,1,1426,"Gerald B. Solomon","Gerald","B.","Solomon","/chamber-1/member-1426","NY",22,"Republican",1979,1999
"3805","/parliament-98/chamber-1/member-1434","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1434",3805,98,1,1434,"Floyd Spence","Floyd","","Spence","/chamber-1/member-1434","SC",2,"Republican",1971,2001
"3806","/parliament-98/chamber-1/member-1435","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1435",3806,98,1,1435,"John Spratt","John","","Spratt","/chamber-1/member-1435","SC",5,"Democratic",1983,2011
"3807","/parliament-98/chamber-1/member-1439","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1439",3807,98,1,1439,"Arlan Stangeland","Arlan","","Stangeland","/chamber-1/member-1439","MN",7,"Republican",1977,1991
"3808","/parliament-98/chamber-1/member-1450","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1450",3808,98,1,1450,"Charles Stenholm","Charles","","Stenholm","/chamber-1/member-1450","TX",17,"Democratic",1979,2005
"3809","/parliament-98/chamber-1/member-1459","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1459",3809,98,1,1459,"Louis Stokes","Louis","","Stokes","/chamber-1/member-1459","OH",11,"Democratic",1969,1999
"3810","/parliament-98/chamber-1/member-1460","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1460",3810,98,1,1460,"Samuel S. Stratton","Samuel","S.","Stratton","/chamber-1/member-1460","NY",23,"Democratic",1959,1989
"3811","/parliament-98/chamber-1/member-1464","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1464",3811,98,1,1464,"Gerry Studds","Gerry","","Studds","/chamber-1/member-1464","MA",10,"Democratic",1973,1997
"3812","/parliament-98/chamber-1/member-1482","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1482",3812,98,1,1482,"Gene Taylor","Gene","","Taylor","/chamber-1/member-1482","MO",7,"Republican",1973,1989
"3813","/parliament-98/chamber-1/member-1483","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1483",3813,98,1,1483,"Gene Taylor","Gene","","Taylor","/chamber-1/member-1483","MO",4,"Republican",1973,1989
"3814","/parliament-98/chamber-1/member-1515","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1515",3814,98,1,1515,"Esteban E. Torres","Esteban","E.","Torres","/chamber-1/member-1515","CA",34,"Democratic",1983,1999
"3815","/parliament-98/chamber-1/member-1519","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1519",3815,98,1,1519,"Edolphus Towns","Edolphus","","Towns","/chamber-1/member-1519","NY",10,"Democratic",1983,2013
"3816","/parliament-98/chamber-1/member-1537","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1537",3816,98,1,1537,"Bruce Vento","Bruce","","Vento","/chamber-1/member-1537","MN",4,"Democratic-Farmer-Labor",1977,2000
"3817","/parliament-98/chamber-1/member-1541","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1541",3817,98,1,1541,"Harold Volkmer","Harold","","Volkmer","/chamber-1/member-1541","MO",9,"Democratic",1977,1997
"3818","/parliament-98/chamber-1/member-1542","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1542",3818,98,1,1542,"Barbara Vucanovich","Barbara","","Vucanovich","/chamber-1/member-1542","NV",2,"Republican",1983,1997
"3819","/parliament-98/chamber-1/member-1548","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1548",3819,98,1,1548,"Robert Smith Walker","Robert","Smith","Walker","/chamber-1/member-1548","PA",16,"Republican",1977,1997
"3820","/parliament-98/chamber-1/member-1559","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1559",3820,98,1,1559,"William C. Wampler","William","C.","Wampler","/chamber-1/member-1559","VA",9,"Republican",1967,1983
"3821","/parliament-98/chamber-1/member-1561","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1561",3821,98,1,1561,"Harold Washington","Harold","","Washington","/chamber-1/member-1561","IL",1,"Democratic",1981,1983
"3822","/parliament-98/chamber-1/member-1565","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1565",3822,98,1,1565,"Wes Watkins","Wes","","Watkins","/chamber-1/member-1565","OK",3,"Democratic",1977,1991
"3823","/parliament-98/chamber-1/member-1570","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1570",3823,98,1,1570,"Henry Waxman","Henry","","Waxman","/chamber-1/member-1570","CA",33,"Republican",1975,2015
"3824","/parliament-98/chamber-1/member-1571","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1571",3824,98,1,1571,"James H. Weaver","James","H.","Weaver","/chamber-1/member-1571","OR",6,"Democratic",1975,1987
"3825","/parliament-98/chamber-1/member-1572","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1572",3825,98,1,1572,"James H. Weaver","James","H.","Weaver","/chamber-1/member-1572","OR",4,"Democratic",1975,1987
"3826","/parliament-98/chamber-1/member-1573","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1573",3826,98,1,1573,"James H. Weaver","James","H.","Weaver","/chamber-1/member-1573","OR",24,"Democratic",1975,1987
"3827","/parliament-98/chamber-1/member-1577","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1577",3827,98,1,1577,"Theodore S. Weiss","Theodore","S.","Weiss","/chamber-1/member-1577","NY",17,"Democratic",1977,1992
"3828","/parliament-98/chamber-1/member-1586","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1586",3828,98,1,1586,"Alan Wheat","Alan","","Wheat","/chamber-1/member-1586","MO",5,"Democratic",1983,1995
"3829","/parliament-98/chamber-1/member-1587","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1587",3829,98,1,1587,"Richard C. White","Richard","C.","White","/chamber-1/member-1587","TX",16,"Democratic",1965,1983
"3830","/parliament-98/chamber-1/member-1588","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1588",3830,98,1,1588,"Richard C. White","Richard","C.","White","/chamber-1/member-1588","TX",1,"Democratic",1965,1983
"3831","/parliament-98/chamber-1/member-1590","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1590",3831,98,1,1590,"Charles Whitley","Charles","","Whitley","/chamber-1/member-1590","NC",3,"Democratic",1977,1986
"3832","/parliament-98/chamber-1/member-1591","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1591",3832,98,1,1591,"Jamie L. Whitten","Jamie","L.","Whitten","/chamber-1/member-1591","MS",1,"Democratic",1941,1995
"3833","/parliament-98/chamber-1/member-1596","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1596",3833,98,1,1596,"Lyle Williams","Lyle","","Williams","/chamber-1/member-1596","OH",17,"Republican",1979,1985
"3834","/parliament-98/chamber-1/member-1601","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1601",3834,98,1,1601,"Charles Wilson","Charles","","Wilson","/chamber-1/member-1601","TX",6,"Democratic",1973,1997
"3835","/parliament-98/chamber-1/member-1602","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1602",3835,98,1,1602,"Charles Wilson","Charles","","Wilson","/chamber-1/member-1602","TX",2,"Democratic",1973,1997
"3836","/parliament-98/chamber-1/member-1603","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1603",3836,98,1,1603,"Charles Wilson","Charles","","Wilson","/chamber-1/member-1603","TX",31,"Democratic",1973,1997
"3837","/parliament-98/chamber-1/member-1608","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1608",3837,98,1,1608,"Frank Wolf","Frank","","Wolf","/chamber-1/member-1608","VA",10,"Republican",1981,2015
"3838","/parliament-98/chamber-1/member-1610","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1610",3838,98,1,1610,"Howard Wolpe","Howard","","Wolpe","/chamber-1/member-1610","MI",3,"Democratic",1979,1993
"3839","/parliament-98/chamber-1/member-1614","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1614",3839,98,1,1614,"George C. Wortley","George","C.","Wortley","/chamber-1/member-1614","NY",27,"Republican",1981,1989
"3840","/parliament-98/chamber-1/member-1619","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1619",3840,98,1,1619,"Chalmers Wylie","Chalmers","","Wylie","/chamber-1/member-1619","OH",15,"Republican",1967,1993
"3841","/parliament-98/chamber-1/member-1622","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1622",3841,98,1,1622,"Sidney R. Yates","Sidney","R.","Yates","/chamber-1/member-1622","IL",9,"Democratic",1965,1999
"3842","/parliament-98/chamber-1/member-1623","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1623",3842,98,1,1623,"Gus Yatron","Gus","","Yatron","/chamber-1/member-1623","PA",6,"Democratic",1969,1993
"3843","/parliament-98/chamber-1/member-1628","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1628",3843,98,1,1628,"Don Young","Don",NA,"Young","/chamber-1/member-1628","AK",NA,"Republican",1973,2020
"3844","/parliament-98/chamber-1/member-1634","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1634",3844,98,1,1634,"Robert A. Young","Robert","A.","Young","/chamber-1/member-1634","MO",2,"Democratic",1977,1987
"3845","/parliament-98/chamber-1/member-1636","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1636",3845,98,1,1636,"Clement J. Zablocki","Clement","J.","Zablocki","/chamber-1/member-1636","WI",4,"Democratic",1949,1983
"3846","/parliament-98/chamber-1/member-1637","/parliament-98","/parliament-98/chamber-1","/parliament-98/chamber-1/member-1637",3846,98,1,1637,"Leo C. Zeferetti","Leo","C.","Zeferetti","/chamber-1/member-1637","NY",15,"Democratic",1975,1983
"3847","/parliament-99/chamber-1/member-5","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-5",3847,99,1,5,"Gary Leonard Ackerman","Gary","Leonard","Ackerman","/chamber-1/member-5","NY",5,"Democratic",1983,2013
"3848","/parliament-99/chamber-1/member-8","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-8",3848,99,1,8,"Joseph Patrick Addabbo","Joseph","Patrick","Addabbo","/chamber-1/member-8","NY",6,"Democratic",1961,1986
"3849","/parliament-99/chamber-1/member-14","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-14",3849,99,1,14,"Donald J. Albosta","Donald","J.","Albosta","/chamber-1/member-14","MI",10,"Democratic",1979,1985
"3850","/parliament-99/chamber-1/member-25","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-25",3850,99,1,25,"Glenn M. Anderson","Glenn","M.","Anderson","/chamber-1/member-25","CA",32,"Democratic",1969,1993
"3851","/parliament-99/chamber-1/member-30","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-30",3851,99,1,30,"Ike Franklin Andrews","Ike","Franklin","Andrews","/chamber-1/member-30","NC",4,"Democratic",1973,1985
"3852","/parliament-99/chamber-1/member-31","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-31",3852,99,1,31,"Michael A. Andrews","Michael","A.","Andrews","/chamber-1/member-31","TX",25,"Democratic",1983,1995
"3853","/parliament-99/chamber-1/member-34","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-34",3853,99,1,34,"Frank Annunzio","Frank","","Annunzio","/chamber-1/member-34","IL",11,"Democratic",1965,1993
"3854","/parliament-99/chamber-1/member-35","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-35",3854,99,1,35,"Douglas Applegate","Douglas","","Applegate","/chamber-1/member-35","OH",18,"Democratic",1977,1995
"3855","/parliament-99/chamber-1/member-36","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-36",3855,99,1,36,"Bill Archer","Bill","","Archer","/chamber-1/member-36","TX",7,"Republican",1971,2001
"3856","/parliament-99/chamber-1/member-47","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-47",3856,99,1,47,"Chester G. Atkins","Chester","G.","Atkins","/chamber-1/member-47","MA",5,"Democratic",1985,1993
"3857","/parliament-99/chamber-1/member-50","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-50",3857,99,1,50,"Les AuCoin","Les","","AuCoin","/chamber-1/member-50","OR",1,"Democratic",1975,1993
"3858","/parliament-99/chamber-1/member-58","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-58",3858,99,1,58,"Robert Badham","Robert","","Badham","/chamber-1/member-58","CA",40,"Republican",1977,1989
"3859","/parliament-99/chamber-1/member-80","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-80",3859,99,1,80,"Michael D. Barnes","Michael","D.","Barnes","/chamber-1/member-80","MD",8,"Democratic",1979,1987
"3860","/parliament-99/chamber-1/member-89","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-89",3860,99,1,89,"Joe Barton","Joe",NA,"Barton","/chamber-1/member-89","TX",6,"Republican",1985,2019
"3861","/parliament-99/chamber-1/member-93","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-93",3861,99,1,93,"Herbert H. Bateman","Herbert","H.","Bateman","/chamber-1/member-93","VA",1,"Republican",1983,2000
"3862","/parliament-99/chamber-1/member-94","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-94",3862,99,1,94,"Jim Bates","Jim","","Bates","/chamber-1/member-94","CA",44,"Democratic",1983,1991
"3863","/parliament-99/chamber-1/member-103","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-103",3863,99,1,103,"Berkley Bedell","Berkley","","Bedell","/chamber-1/member-103","IA",6,"Democratic",1975,1987
"3864","/parliament-99/chamber-1/member-104","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-104",3864,99,1,104,"Anthony C. Beilenson","Anthony","C.","Beilenson","/chamber-1/member-104","CA",24,"Democratic",1977,1997
"3865","/parliament-99/chamber-1/member-107","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-107",3865,99,1,107,"Charles Edward Bennett","Charles","Edward","Bennett","/chamber-1/member-107","FL",3,"Democratic",1949,1993
"3866","/parliament-99/chamber-1/member-108","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-108",3866,99,1,108,"Charles Edward Bennett","Charles","Edward","Bennett","/chamber-1/member-108","FL",5,"Democratic",1949,1993
"3867","/parliament-99/chamber-1/member-110","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-110",3867,99,1,110,"Helen Delich Bentley","Helen","Delich","Bentley","/chamber-1/member-110","MD",2,"Republican",1985,1995
"3868","/parliament-99/chamber-1/member-116","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-116",3868,99,1,116,"Howard Berman","Howard","","Berman","/chamber-1/member-116","CA",28,"Democratic",1983,2013
"3869","/parliament-99/chamber-1/member-117","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-117",3869,99,1,117,"Tom Bevill","Tom","","Bevill","/chamber-1/member-117","AL",4,"Democratic",1967,1997
"3870","/parliament-99/chamber-1/member-119","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-119",3870,99,1,119,"Mario Biaggi","Mario","","Biaggi","/chamber-1/member-119","NY",19,"Democratic",1969,1988
"3871","/parliament-99/chamber-1/member-126","/parliament-99","/parliament-99/chamber-1","/parliament-99/chamber-1/member-126",3871,99,1,126,"Michael Bilirakis","Michael","","Bilirakis","/chamber-1/member-126","FL",9,"Republican",1983,2007
