"","full_name","State","Party","chamber","service_period","congress","committee_type","committee_name","committee_period","start_date","end_date","parliament_path","chamber_path","member_number","committee_number","committee_path","member_path","observation_number"
"886","Martin, Thomas E.","IA","Republican","House",0,81,"Standing","196","Only",1949-01-05,1951-01-03,"/parliament-81","/parliament-81/chamber-1",49,34,"/parliament-81/chamber-1/committee-34","/parliament-81/chamber-1/committee-34.member-49",886
"887","Murray, Reid F.","WI","Republican","House",0,81,"Standing","102","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-50",887
"888","Sheppard, Harry R.","CA","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-50",888
"889","Green, William J. Jr.","PA","Democratic","House",2,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-50",889
"890","Talle, Henry O.","IA","Republican","House",0,81,"Standing","111","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-50",890
"891","James, Benjamin F.","PA","Republican","House",0,81,"Standing","120","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,8,"/parliament-81/chamber-1/committee-8","/parliament-81/chamber-1/committee-8.member-50",891
"892","Velde, Harold H.","IL","Republican","House",0,81,"Standing","124","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,9,"/parliament-81/chamber-1/committee-9","/parliament-81/chamber-1/committee-9.member-50",892
"893","Riehlman, R. Walter","NY","Republican","House",0,81,"Standing","126","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,10,"/parliament-81/chamber-1/committee-10","/parliament-81/chamber-1/committee-10.member-50",893
"894","Lodge, John Davis","NY","Republican","House",0,81,"Standing","132","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,12,"/parliament-81/chamber-1/committee-12","/parliament-81/chamber-1/committee-12.member-50",894
"895","Wilson, Earl","IN","Republican","House",1,81,"Standing","142","2nd",1949-01-18,1950-03-30,"/parliament-81","/parliament-81/chamber-1",50,15,"/parliament-81/chamber-1/committee-15","/parliament-81/chamber-1/committee-15.member-50",895
"896","O'Hara, Joseph P.","MN","Republican","House",0,81,"Standing","152","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-50",896
"897","Graham, Louis E.","PA","Republican","House",0,81,"Standing","156","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-50",897
"898","Tollefson, Thor C.","WA","Republican","House",0,81,"Standing","160","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-50",898
"899","Withrow, Gardner R.","WI","Republican","House",2,81,"Standing","168","2nd",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,22,"/parliament-81/chamber-1/committee-22","/parliament-81/chamber-1/committee-22.member-50",899
"900","Poulson, Norris","CA","Republican","House",2,81,"Standing","170","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,23,"/parliament-81/chamber-1/committee-23","/parliament-81/chamber-1/committee-23.member-50",900
"901","McGregor, J. Harry","OH","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-50",901
"902","Phillips, Dayton E.","TN","Republican","House",0,81,"Standing","192","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,33,"/parliament-81/chamber-1/committee-33","/parliament-81/chamber-1/committee-33.member-50",902
"903","Holmes, O. H. (Hal)","WA","Republican","House",0,81,"Standing","196","Only",1949-01-05,1951-01-03,"/parliament-81","/parliament-81/chamber-1",50,34,"/parliament-81/chamber-1/committee-34","/parliament-81/chamber-1/committee-34.member-50",903
"904","Hall, Edwin Arthur","NY","Republican","House",0,81,"Standing","102","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-51",904
"905","Thomas, Albert","TX","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-51",905
"906","Doyle, Clyde G.","CA","Democratic","House",2,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-51",906
"907","McMillen, Rolla C.","IL","Republican","House",0,81,"Standing","111","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-51",907
"908","Wadsworth, James W. Jr.","NY","Republican","House",0,81,"Standing","120","Only",1949-01-31,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,8,"/parliament-81/chamber-1/committee-8","/parliament-81/chamber-1/committee-8.member-51",908
"909","Mitchell, Hugh B.","WA","Democratic","House",0,81,"Standing","124","Only",1950-06-20,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,9,"/parliament-81/chamber-1/committee-9","/parliament-81/chamber-1/committee-9.member-51",909
"910","Harvey, Ralph","IN","Republican","House",1,81,"Standing","126","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,10,"/parliament-81/chamber-1/committee-10","/parliament-81/chamber-1/committee-10.member-51",910
"911","Jackson, Donald L.","CA","Republican","House",0,81,"Standing","132","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,12,"/parliament-81/chamber-1/committee-12","/parliament-81/chamber-1/committee-12.member-51",911
"912","James, Benjamin F.","PA","Republican","House",0,81,"Standing","142","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,15,"/parliament-81/chamber-1/committee-15","/parliament-81/chamber-1/committee-15.member-51",912
"913","Gillette, Wilson D.","PA","Republican","House",0,81,"Standing","152","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-51",913
"914","Fellows, Frank","PA","Republican","House",0,81,"Standing","156","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-51",914
"915","Allen, John J. Jr.","CA","Republican","House",0,81,"Standing","160","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-51",915
"916","Gross, Harold R.","IA","Republican","House",0,81,"Standing","168","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,22,"/parliament-81/chamber-1/committee-22","/parliament-81/chamber-1/committee-22.member-51",916
"917","Sanborn, John C.","ID","Republican","House",0,81,"Standing","170","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,23,"/parliament-81/chamber-1/committee-23","/parliament-81/chamber-1/committee-23.member-51",917
"918","Cunningham, Paul","IA","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-51",918
"919","Davis, Glenn R.","WI","Republican","House",1,81,"Standing","192","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,33,"/parliament-81/chamber-1/committee-33","/parliament-81/chamber-1/committee-33.member-51",919
"920","Byrnes, John W.","WI","Republican","House",0,81,"Standing","196","Only",1949-01-05,1951-01-03,"/parliament-81","/parliament-81/chamber-1",51,34,"/parliament-81/chamber-1/committee-34","/parliament-81/chamber-1/committee-34.member-51",920
"921","Hill, William S.","CO","Republican","House",0,81,"Standing","102","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-52",921
"922","Kirwan, Michael J.","OH","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-52",922
"923","deGraffenreid, Edward","AL","Democratic","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-52",923
"924","Kilburn, Clarence E.","NY","Republican","House",0,81,"Standing","111","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-52",924
"925","Kearns, Carroll D.","PA","Republican","House",0,81,"Standing","120","Only",1950-04-04,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,8,"/parliament-81/chamber-1/committee-8","/parliament-81/chamber-1/committee-8.member-52",925
"926","Halleck, Charles A.","IN","Republican","House",0,81,"Standing","126","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,10,"/parliament-81/chamber-1/committee-10","/parliament-81/chamber-1/committee-10.member-52",926
"927","Burleson, Omar T.","TX","Democratic","House",0,81,"Standing","132","Only",1949-03-16,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,12,"/parliament-81/chamber-1/committee-12","/parliament-81/chamber-1/committee-12.member-52",927
"928","Widnall, William B.","NJ","Republican","House",0,81,"Standing","142","Only",1950-03-01,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,15,"/parliament-81/chamber-1/committee-15","/parliament-81/chamber-1/committee-15.member-52",928
"929","Hale, Robert","PA","Republican","House",0,81,"Standing","152","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-52",929
"930","Jennings, John Jr.","TN","Republican","House",0,81,"Standing","156","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-52",930
"931","Miller, Edward T.","MD","Republican","House",0,81,"Standing","160","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-52",931
"932","Golden, James S.","KY","Republican","House",0,81,"Standing","168","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,22,"/parliament-81/chamber-1/committee-22","/parliament-81/chamber-1/committee-22.member-52",932
"933","Heller, Louis B.","NY","Democratic","House",0,81,"Standing","170","Only",1949-06-24,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,23,"/parliament-81/chamber-1/committee-23","/parliament-81/chamber-1/committee-23.member-52",933
"934","Auchincloss, James C.","NJ","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-52",934
"935","Scudder, Hubert B.","CA","Republican","House",0,81,"Standing","192","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",52,33,"/parliament-81/chamber-1/committee-33","/parliament-81/chamber-1/committee-33.member-52",935
"936","Hoeven, Charles B.","IA","Republican","House",0,81,"Standing","102","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-53",936
"937","Norrell, William F.","AR","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-53",937
"938","Walsh, John R.","IN","Democratic","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-53",938
"939","Cole, Albert M.","KS","Republican","House",0,81,"Standing","111","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-53",939
"940","Lovre, Harold O.","SD","Republican","House",0,81,"Standing","126","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,10,"/parliament-81/chamber-1/committee-10","/parliament-81/chamber-1/committee-10.member-53",940
"941","Marcantonio, Vito","NY","American Labor","House",2,81,"Standing","142","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,15,"/parliament-81/chamber-1/committee-15","/parliament-81/chamber-1/committee-15.member-53",941
"942","Ellsworth, M. Harris","OR","Republican","House",0,81,"Standing","152","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-53",942
"943","Case, Clifford P.","NJ","Republican","House",0,81,"Standing","156","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-53",943
"944","Potter, Charles E.","MI","Republican","House",0,81,"Standing","160","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-53",944
"945","Saylor, John P.","PA","Republican","House",0,81,"Standing","170","Only",1949-10-17,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,23,"/parliament-81/chamber-1/committee-23","/parliament-81/chamber-1/committee-23.member-53",945
"946","Beall, J. Glenn","MD","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-53",946
"947","Harden, Cecil M.","IN","Republican","House",0,81,"Standing","192","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",53,33,"/parliament-81/chamber-1/committee-33","/parliament-81/chamber-1/committee-33.member-53",947
"948","Simpson, Sidney E.","IL","Republican","House",0,81,"Standing","102","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-54",948
"949","Gore, Albert A.","TN","Democratic","House",2,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-54",949
"950","Clemente, L. Gary","NY","Democratic","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-54",950
"951","Hull, Merlin","WI","Republican","House",2,81,"Standing","111","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-54",951
"952","Pfeiffer, William L.","NY","Republican","House",0,81,"Standing","126","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,10,"/parliament-81/chamber-1/committee-10","/parliament-81/chamber-1/committee-10.member-54",952
"953","Dolliver, James I.","IA","Republican","House",0,81,"Standing","152","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-54",953
"954","Keating, Kenneth B.","NY","Republican","House",0,81,"Standing","156","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-54",954
"955","Lichtenwalter, Franklin H","PA","Republican","House",0,81,"Standing","160","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-54",955
"956","Jenison, Edward H.","IL","Republican","House",0,81,"Standing","170","2nd",1950-06-20,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,23,"/parliament-81/chamber-1/committee-23","/parliament-81/chamber-1/committee-23.member-54",956
"957","McDonough, Gordon L.","CA","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-54",957
"958","Hoffman, Richard W.","IL","Republican","House",0,81,"Standing","192","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",54,33,"/parliament-81/chamber-1/committee-33","/parliament-81/chamber-1/committee-33.member-54",958
"959","Bramblett, Ernest K.","CA","Republican","House",0,81,"Standing","102","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-55",959
"960","Whitten, Jamie L.","MS","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-55",960
"961","Short, Dewey","MO","Republican","House",2,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-55",961
"962","Scott, Hardie","PA","Republican","House",0,81,"Standing","111","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-55",962
"963","Roosevelt, Franklin D.Jr.","NY","Democratic","House",0,81,"Standing","126","Only",1949-06-24,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,10,"/parliament-81/chamber-1/committee-10","/parliament-81/chamber-1/committee-10.member-55",963
"964","Heselton, John W.","IA","Republican","House",0,81,"Standing","152","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-55",964
"965","McCulloch, William M.","OH","Republican","House",0,81,"Standing","156","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-55",965
"966","Jonas, Edgar A.","IL","Republican","House",0,81,"Standing","160","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-55",966
"967","Macy, W. Kingsland","NY","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-55",967
"968","Hays, Wayne L.","OH","Democratic","House",0,81,"Standing","192","Only",1950-03-30,1951-01-03,"/parliament-81","/parliament-81/chamber-1",55,33,"/parliament-81/chamber-1/committee-33","/parliament-81/chamber-1/committee-33.member-55",968
"969","Dague, Paul B.","PA","Republican","House",0,81,"Standing","102","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-56",969
"970","Andrews, George W.","AL","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-56",970
"971","Arends, Leslie C.","IL","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-56",971
"972","Nicholson, Donald W.","PA","Republican","House",0,81,"Standing","111","1st",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-56",972
"973","Shelley, John F.","CA","Democratic","House",0,81,"Standing","126","Only",1950-01-26,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,10,"/parliament-81/chamber-1/committee-10","/parliament-81/chamber-1/committee-10.member-56",973
"974","Scott, Hugh D. Jr.","PA","Republican","House",2,81,"Standing","152","2nd",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-56",974
"975","Boggs, J. Caleb","DE","Republican","House",0,81,"Standing","156","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-56",975
"976","Nelson, Charles P.","IL","Republican","House",0,81,"Standing","160","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-56",976
"977","Mack, Russell V.","WA","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-56",977
"978","Bates, William H.","OH","Republican","House",0,81,"Standing","192","Only",1950-03-01,1951-01-03,"/parliament-81","/parliament-81/chamber-1",56,33,"/parliament-81/chamber-1/committee-33","/parliament-81/chamber-1/committee-33.member-56",978
"979","Cotton, Norris","PA","Republican","House",0,81,"Standing","102","Only",1949-01-18,1950-06-21,"/parliament-81","/parliament-81/chamber-1",57,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-57",979
"980","Rooney, John J.","NY","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",57,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-57",980
"981","Cole, W. Sterling","NY","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",57,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-57",981
"982","Bolling, Richard W.","MO","Democratic","House",0,81,"Standing","111","Only",1950-06-20,1951-01-03,"/parliament-81","/parliament-81/chamber-1",57,4,"/parliament-81/chamber-1/committee-4","/parliament-81/chamber-1/committee-4.member-57",982
"983","Bennett, John B.","MI","Republican","House",2,81,"Standing","152","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",57,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-57",983
"984","Goodwin, Angier L.","DE","Republican","House",0,81,"Standing","156","2nd",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",57,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-57",984
"985","Shelley, John F.","CA","Democratic","House",0,81,"Standing","160","Only",1950-03-13,1951-01-03,"/parliament-81","/parliament-81/chamber-1",57,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-57",985
"986","Vursell, Charles W.","IL","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",57,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-57",986
"987","Christopher, George H.","MO","Democratic","House",1,81,"Standing","102","Only",1950-03-30,1951-01-03,"/parliament-81","/parliament-81/chamber-1",58,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-58",987
"988","Gary, J. Vaughn","NY","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",58,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-58",988
"989","Thomas, J. Parnell","NJ","Republican","House",0,81,"Standing","106","Only",1949-01-18,1950-01-02,"/parliament-81","/parliament-81/chamber-1",58,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-58",989
"990","Carlyle, F. Ertel","NC","Democratic","House",0,81,"Standing","152","Only",1950-12-11,1951-01-03,"/parliament-81","/parliament-81/chamber-1",58,19,"/parliament-81/chamber-1/committee-19","/parliament-81/chamber-1/committee-19.member-58",990
"991","Rodino, Peter W. Jr.","NJ","Democratic","House",0,81,"Standing","156","Only",1950-01-26,1951-01-03,"/parliament-81","/parliament-81/chamber-1",58,20,"/parliament-81/chamber-1/committee-20","/parliament-81/chamber-1/committee-20.member-58",991
"992","Robeson, Edward J. Jr.","CA","Democratic","House",0,81,"Standing","160","Only",1950-09-21,1951-01-03,"/parliament-81","/parliament-81/chamber-1",58,21,"/parliament-81/chamber-1/committee-21","/parliament-81/chamber-1/committee-21.member-58",992
"993","Ford, Gerald R. Jr.","MI","Republican","House",0,81,"Standing","172","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",58,24,"/parliament-81/chamber-1/committee-24","/parliament-81/chamber-1/committee-24.member-58",993
"994","Guill, Ben H.","TX","Republican","House",0,81,"Standing","102","Only",1950-06-21,1951-01-03,"/parliament-81","/parliament-81/chamber-1",59,1,"/parliament-81/chamber-1/committee-1","/parliament-81/chamber-1/committee-1.member-59",994
"995","Bates, Joe B.","KY","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",59,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-59",995
"996","Bates, George J.","NJ","Republican","House",0,81,"Standing","106","Only",1949-01-18,1949-11-01,"/parliament-81","/parliament-81/chamber-1",59,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-59",996
"997","Fogarty, John E.","KY","Democratic","House",2,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",60,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-60",997
"998","Shafer, Paul W.","MI","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",60,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-60",998
"999","Jackson, Henry M.","WA","Democratic","House",0,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",61,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-61",999
"1000","Elston, Charles H.","OH","Republican","House",0,81,"Standing","106","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",61,3,"/parliament-81/chamber-1/committee-3","/parliament-81/chamber-1/committee-3.member-61",1000
"1001","Sikes, Robert L. F.","FL","Democratic","House",2,81,"Standing","104","Only",1949-01-18,1951-01-03,"/parliament-81","/parliament-81/chamber-1",62,2,"/parliament-81/chamber-1/committee-2","/parliament-81/chamber-1/committee-2.member-62",1001
